ImageId,group,split,n_ships
9999b2c1b.jpg,86,train,1
7bbc26964.jpg,87,train,1
8b8cd9b53.jpg,88,train,0
fb90f31a3.jpg,89,train,1
08d790381.jpg,90,train,9
727f7f644.jpg,91,val,0
f0c65bfbe.jpg,92,train,0
ae3305248.jpg,93,train,0
43173621e.jpg,94,val,4
c186a9757.jpg,95,train,0
3fc0a74ab.jpg,96,test,1
1874640c3.jpg,97,train,0
fd4721b9a.jpg,98,train,1
5aed7ede1.jpg,99,train,1
a8249fdc0.jpg,100,train,1
299b50288.jpg,101,train,0
b51e12e82.jpg,102,train,2
2072f5aca.jpg,103,val,1
88b1b2ac5.jpg,104,train,2
bd5cf8e37.jpg,105,val,2
599c624a6.jpg,106,train,0
61ab436ba.jpg,107,train,0
5faa60524.jpg,108,train,1
bcdb0ce96.jpg,109,train,1
9a4bc9a05.jpg,110,train,1
c559820e2.jpg,111,test,0
c3ba604cc.jpg,112,train,1
0dd7a3c5e.jpg,113,train,1
16c2d0cfc.jpg,114,train,1
48242431e.jpg,115,train,3
2837f316e.jpg,116,train,3
679535857.jpg,117,train,1
af809ae00.jpg,118,train,1
3251ddf57.jpg,119,train,1
5348550f5.jpg,120,train,2
986ba7a69.jpg,121,train,1
409bd8d45.jpg,122,train,9
ba7685058.jpg,123,train,0
7f3d7cbd2.jpg,124,train,1
5778f2abf.jpg,125,train,2
0cab4df4b.jpg,126,train,1
97d1ad270.jpg,127,train,12
0777394a5.jpg,128,train,1
8bb6accca.jpg,129,train,1
aeaccb066.jpg,130,train,0
b14317d76.jpg,131,train,1
8fa5a3858.jpg,132,train,1
23919c3b4.jpg,133,train,0
0fd312c33.jpg,134,train,1
b77da9154.jpg,135,train,2
9ea2b9bad.jpg,136,train,1
be85076a0.jpg,137,train,1
202b2f42e.jpg,138,train,0
5220a4a7c.jpg,139,train,1
17db77366.jpg,140,test,1
9d0ec3b84.jpg,141,train,2
d536fb856.jpg,142,train,0
b984d4c68.jpg,143,train,1
5df60575d.jpg,144,train,1
b52a671e6.jpg,145,train,4
7b489beeb.jpg,146,train,1
afe3bb3b5.jpg,147,test,0
0f54d7877.jpg,148,train,1
765924da9.jpg,149,train,2
f832a7db8.jpg,150,val,1
d65945aa5.jpg,151,train,0
f74354a21.jpg,152,train,0
bd7e80939.jpg,153,train,2
918c28f12.jpg,154,train,0
b2f1b1468.jpg,155,test,4
f03ba1232.jpg,156,train,1
9db206d71.jpg,157,val,4
c4ec82b86.jpg,158,train,1
9f24d42ee.jpg,159,train,0
43c7dc44a.jpg,160,train,2
e08545c7e.jpg,161,val,1
2d6b8a130.jpg,162,train,1
7aee49b13.jpg,163,train,0
8006bc985.jpg,164,train,2
4ecd465f4.jpg,165,val,0
9365d27be.jpg,166,train,1
fbfd0d840.jpg,167,train,8
7bf7506ab.jpg,168,train,1
30207273a.jpg,169,train,1
66fb80c39.jpg,170,train,1
e117cf753.jpg,171,train,1
a380d8997.jpg,172,train,10
2d3a2a31e.jpg,173,train,3
076672fef.jpg,174,train,1
ab50d094c.jpg,175,train,2
9faa8eac7.jpg,176,test,0
749a4e38a.jpg,177,test,1
ae7237089.jpg,178,train,0
017b8be5a.jpg,179,test,1
7e8327c1e.jpg,180,test,1
8e439b7ac.jpg,181,train,1
3b8590e93.jpg,182,test,0
c10c45e9e.jpg,183,test,5
fb36f171f.jpg,184,val,5
5b4ac9f9b.jpg,185,train,1
5a7142032.jpg,186,train,0
c0bcdd3db.jpg,187,test,0
08a38c0af.jpg,188,train,2
875d4b6e8.jpg,189,train,1
a271564cc.jpg,190,test,2
9554dadc3.jpg,191,test,9
bfc0d410e.jpg,192,train,1
59bb3dbed.jpg,193,train,1
0f9d8fe2a.jpg,194,train,1
1442deca7.jpg,195,train,1
c3f1a8d25.jpg,196,train,1
df5a01eb0.jpg,197,train,5
17c584795.jpg,198,train,3
08e1caafe.jpg,199,train,1
45ff016d1.jpg,200,train,0
37c7570c5.jpg,201,train,1
07f55061c.jpg,202,train,2
6e46af69f.jpg,203,train,1
a0a3f3804.jpg,204,train,1
fc3b36e99.jpg,205,test,1
701cd88ed.jpg,206,train,4
1927317a4.jpg,207,val,4
39d8f6b42.jpg,208,test,2
aac8ec2b3.jpg,209,train,1
322c23614.jpg,210,train,2
50e4d4ad4.jpg,211,train,1
ede846866.jpg,212,train,2
f59818f80.jpg,213,train,4
c061c3f20.jpg,214,train,1
ea7eeae56.jpg,215,train,1
2ecac5548.jpg,216,val,1
0fe228616.jpg,217,val,1
552a087c4.jpg,218,train,1
17ce75159.jpg,219,train,2
7bf61c87d.jpg,220,val,1
a841ee165.jpg,221,train,5
2a2cb243a.jpg,222,train,1
e105ed274.jpg,223,train,0
6f2a6989e.jpg,224,train,2
d1f5a7b6d.jpg,225,train,0
26bac8514.jpg,226,train,1
87decb929.jpg,227,train,1
450211989.jpg,228,train,1
dec549c47.jpg,229,train,1
c8f0c4c11.jpg,230,train,0
f79a5a2db.jpg,231,train,1
9c8c75a7c.jpg,232,train,4
df500645c.jpg,233,train,2
dd7dc9e4e.jpg,234,val,1
08469bf08.jpg,235,train,0
2b1fa0083.jpg,236,test,0
4ff4784b7.jpg,237,train,1
8e4f6eb50.jpg,238,train,0
68695274d.jpg,239,test,1
aee54769c.jpg,240,train,1
b265c10ce.jpg,241,test,5
32008f75e.jpg,242,train,1
bee92aa5c.jpg,243,train,5
1ae69f3a6.jpg,244,val,1
d41e0341e.jpg,245,train,1
4de1240bd.jpg,246,train,2
1ebec29a3.jpg,247,train,0
b88fc2460.jpg,248,test,1
0e311de2c.jpg,249,train,1
d0e1f65a3.jpg,250,train,1
9e0a2d87f.jpg,251,val,2
c9e39bcaf.jpg,252,val,1
999f8a0c5.jpg,253,train,3
708f83f87.jpg,254,train,1
95b62c8fd.jpg,255,train,1
80882ef86.jpg,256,test,3
6af49af68.jpg,257,test,1
4d5e9691a.jpg,258,val,1
13291b6f8.jpg,259,test,3
1d213558a.jpg,260,train,0
042d2eba3.jpg,261,train,1
156e46a86.jpg,262,train,3
792da8d7b.jpg,263,train,0
ed690530f.jpg,264,train,3
d4dd3fa36.jpg,265,train,0
6ef06207f.jpg,266,train,1
69f44f99c.jpg,267,train,1
a97de4a28.jpg,268,train,1
0fa34c1ae.jpg,269,val,0
d71e40a80.jpg,270,train,2
75c88370a.jpg,271,train,0
8a1c110d0.jpg,272,train,1
e4386efe3.jpg,273,train,1
d8d468541.jpg,274,train,0
2e6a101c5.jpg,275,train,0
1253d8605.jpg,276,train,0
5fac14abb.jpg,277,test,4
8644502c8.jpg,278,train,6
71a1750f9.jpg,279,test,0
834857755.jpg,280,train,0
eb5104479.jpg,281,test,1
5a8c77c03.jpg,282,train,6
a520de785.jpg,283,train,1
42b7cb4ff.jpg,284,val,2
ad018aea0.jpg,285,test,1
7b00ba9f2.jpg,286,train,5
9a607c4b2.jpg,287,train,0
8d9fd3581.jpg,288,test,3
53c41dcb0.jpg,289,val,1
7b849eb03.jpg,290,train,1
a9ef8cf40.jpg,291,train,1
ba2694913.jpg,292,train,3
a0970d496.jpg,293,train,0
8f65e8b8a.jpg,294,train,4
b48a2a627.jpg,295,train,0
5fc4c48d3.jpg,296,train,0
0b367a609.jpg,297,train,5
42c913f7e.jpg,298,train,2
a042932b8.jpg,299,test,1
d4aff732e.jpg,300,test,0
5eb2d2e51.jpg,301,train,2
492f2bbad.jpg,302,train,0
af744ba28.jpg,303,train,0
2b05f5468.jpg,304,train,0
eec47bb41.jpg,305,train,1
275af5a74.jpg,306,train,2
dc65a343c.jpg,307,train,1
642d26cc6.jpg,308,train,0
ff0d85ced.jpg,309,train,2
b18564030.jpg,310,test,1
f77d9385c.jpg,311,train,2
2b100b5f2.jpg,312,train,2
b25b2bc83.jpg,313,train,0
4201872ef.jpg,314,train,0
270505383.jpg,315,train,1
ae8f61267.jpg,316,train,1
0b41d69e1.jpg,317,train,2
e442633f0.jpg,318,train,0
029377b79.jpg,319,train,1
73d21d0a0.jpg,320,train,1
506d4713f.jpg,321,train,0
2178e71f6.jpg,322,train,0
c1c4d3bea.jpg,323,train,1
f3fe51734.jpg,324,train,1
50f2d35e7.jpg,325,test,6
3981daa63.jpg,326,train,3
150fc80e5.jpg,327,train,0
e0dbc7433.jpg,328,test,0
baaa1e86b.jpg,329,train,1
231f7bb11.jpg,330,train,1
d88d5ae6f.jpg,331,train,0
6a63a89a3.jpg,332,train,0
c37ea3255.jpg,333,train,1
32bab3f96.jpg,334,train,1
595ec3f7b.jpg,335,train,1
c39bb4ee8.jpg,336,train,2
c0f49631a.jpg,337,test,2
7c2b6b57c.jpg,338,train,1
b4fa95006.jpg,339,train,1
a1541f655.jpg,340,train,4
b49d90867.jpg,341,val,1
968662a46.jpg,342,train,0
6ef447028.jpg,343,train,4
0926fe34b.jpg,344,val,0
d9aebb1b4.jpg,345,train,3
2899229cc.jpg,346,train,1
15c4fdd64.jpg,347,train,4
82d307ee8.jpg,348,train,0
99b8d5b47.jpg,349,train,1
849cfa1d3.jpg,350,train,2
fb4068194.jpg,351,train,1
5863ffc00.jpg,352,train,1
d24ad4552.jpg,353,train,0
fafeaa123.jpg,354,train,1
ce3ad64bc.jpg,355,train,1
c9b55546d.jpg,356,train,2
f7ec3eef5.jpg,357,train,0
d92727922.jpg,358,train,1
508d699ff.jpg,359,train,1
136c9e185.jpg,360,train,1
102a57325.jpg,361,train,1
46bd33a0f.jpg,362,train,3
786db1f73.jpg,363,train,1
823373755.jpg,364,train,1
5fec87ebc.jpg,365,val,1
70cbe6232.jpg,366,train,1
bedd236be.jpg,367,test,0
5846aa772.jpg,368,train,1
c25127766.jpg,369,train,1
7fe31069d.jpg,370,train,2
4698a39c6.jpg,371,train,1
4303bd293.jpg,372,train,3
c68986473.jpg,373,train,1
811f59c19.jpg,374,val,0
793b61268.jpg,375,train,1
2b8a94121.jpg,376,train,0
e8c3a1e9b.jpg,377,train,2
14f4fb908.jpg,378,test,1
8dd60d630.jpg,379,train,0
b803a048b.jpg,380,train,1
67c7f5fc8.jpg,381,test,1
851df87b7.jpg,382,train,0
a47f73551.jpg,383,val,0
3a58728a4.jpg,384,train,1
2e3dcccad.jpg,385,val,2
4203ab1c0.jpg,386,val,12
973a1e762.jpg,387,train,1
a7bcc4634.jpg,388,train,2
0709ed961.jpg,389,train,0
d6130ea63.jpg,390,train,8
d2d1b4856.jpg,391,train,1
f1775026f.jpg,392,train,0
39ce51f20.jpg,393,train,1
191e74913.jpg,394,train,1
b101d408a.jpg,395,train,1
ce87fd446.jpg,396,train,1
12e4c5d17.jpg,397,val,1
c6c658e7c.jpg,398,test,1
bfa911d86.jpg,399,train,2
f35a0bf6f.jpg,400,train,1
7d5894469.jpg,401,train,2
c16a17aaa.jpg,402,train,1
fa613751e.jpg,403,train,14
4a8952349.jpg,404,train,0
714975a6e.jpg,405,val,1
107801c74.jpg,406,train,3
27e838502.jpg,407,train,1
018b5ba5b.jpg,408,train,1
8e167f08a.jpg,409,train,3
51651efcd.jpg,410,train,1
dc6d5c827.jpg,411,train,1
e52e6c4d4.jpg,412,train,2
b0217d007.jpg,413,train,0
8a5f36963.jpg,414,train,1
66140d297.jpg,415,train,1
d0d64eb90.jpg,416,train,1
7b4a1851e.jpg,417,train,2
05be1ba64.jpg,418,train,1
ca803786e.jpg,419,test,3
e5e4c25b5.jpg,420,test,1
6b4172863.jpg,421,train,1
29fb70be9.jpg,422,train,3
9710d0208.jpg,423,train,2
6b7f5fc61.jpg,424,train,3
6f3e6c5b6.jpg,425,train,1
0372121e8.jpg,426,train,8
5a8e01295.jpg,427,train,1
b46b7a1d8.jpg,428,train,0
aef0175ab.jpg,429,test,1
c5d3c9340.jpg,430,train,1
875aec161.jpg,431,train,1
969326711.jpg,432,train,1
dce1c718f.jpg,433,train,1
62521cce7.jpg,434,train,0
d08d01032.jpg,435,train,1
dbdd975f3.jpg,436,train,6
efcc4b8b0.jpg,437,val,0
de8cd4d33.jpg,438,train,1
32d152848.jpg,439,train,1
78a8df9ae.jpg,440,train,2
e17aa36a8.jpg,441,train,1
fabb7d357.jpg,442,train,5
e6b0434ea.jpg,443,train,1
6d6131453.jpg,444,train,1
0a25413ef.jpg,445,train,1
b7c422831.jpg,446,train,1
d384d0dbd.jpg,447,train,1
40a3703ec.jpg,448,test,1
9287423dd.jpg,449,train,0
40c81507a.jpg,450,train,2
8ac4fd3e8.jpg,451,train,0
184df115d.jpg,452,train,1
35bf68c5a.jpg,453,train,1
7143681e2.jpg,454,train,1
a2a83443c.jpg,455,val,1
494fe1867.jpg,456,train,5
1163f4722.jpg,457,train,3
1f4805405.jpg,458,train,1
57ba77e41.jpg,459,train,13
ce796480d.jpg,460,train,1
58064b459.jpg,461,train,2
23b7ae8c5.jpg,462,train,0
f3a028705.jpg,463,train,1
79f398eab.jpg,464,train,0
44ad5c249.jpg,465,val,1
73993d969.jpg,466,train,1
bcf00852c.jpg,467,train,0
52932b4a5.jpg,468,train,1
7c7a5fa63.jpg,469,train,2
edc5d6cb2.jpg,470,val,1
32b7ea069.jpg,471,train,0
cb2ff053a.jpg,472,test,1
5624f7dcb.jpg,473,train,1
e935f5899.jpg,474,train,0
f4c146241.jpg,475,val,1
ba0ab25f3.jpg,476,train,3
4d823866a.jpg,477,train,1
982690ff6.jpg,478,train,1
0348a11d9.jpg,479,train,1
ca1f972f6.jpg,480,train,1
6e10ab243.jpg,481,train,1
296389b2c.jpg,482,train,1
0877f68a5.jpg,483,train,2
9b7023702.jpg,484,train,0
ed307b839.jpg,485,val,0
1030fae02.jpg,486,train,2
a57d31bf1.jpg,487,train,1
3a96af255.jpg,488,train,1
7927ea8a4.jpg,489,train,2
bdf6e4c38.jpg,490,train,1
696965338.jpg,491,train,2
74895fc2e.jpg,492,train,3
98445fec0.jpg,493,val,1
bd45a4c3c.jpg,494,train,1
dff732cc5.jpg,495,train,1
42e83680e.jpg,496,train,2
8d93f6f19.jpg,497,train,2
9537b7123.jpg,498,train,1
33c5ee975.jpg,499,train,0
ba756f39d.jpg,500,val,1
152927db2.jpg,501,train,0
36d226661.jpg,502,test,2
81c90d91b.jpg,503,train,2
87404fe27.jpg,504,test,1
cb9ab6204.jpg,505,train,3
eed909d7f.jpg,506,train,0
545c3a21e.jpg,507,train,2
740d86760.jpg,508,val,0
d0ef7d24a.jpg,509,train,3
11eeab131.jpg,510,train,1
5d3e4597a.jpg,511,train,1
c67769890.jpg,512,val,5
502c347df.jpg,513,train,4
0cb91930f.jpg,514,train,1
7aebec643.jpg,515,train,1
cf8cbca72.jpg,516,train,2
b2fa82a4b.jpg,517,train,1
d30047161.jpg,518,train,4
21ac3106a.jpg,519,train,1
aa892ddd5.jpg,520,train,0
cdb440dbb.jpg,521,val,1
2ec33f195.jpg,522,val,0
f0a950ae3.jpg,523,train,1
7f177ef0e.jpg,524,train,1
1f676b075.jpg,525,train,1
9700c2b56.jpg,526,test,1
eb8f05927.jpg,527,val,8
f66d6b688.jpg,528,train,1
a33eb2928.jpg,529,train,4
ddb87a692.jpg,530,train,1
7d2b21ac7.jpg,531,test,0
773d798f3.jpg,532,train,2
95feb2779.jpg,533,train,4
867b0293e.jpg,534,train,0
9474ef758.jpg,535,train,1
444bf3a1a.jpg,536,train,1
144075ba1.jpg,537,train,1
d4b76cd96.jpg,538,train,1
588ae766a.jpg,539,test,6
704aea078.jpg,540,train,1
f62324b0e.jpg,541,train,1
33d2fee7a.jpg,542,train,2
f1810210a.jpg,543,test,2
386bbc2e1.jpg,544,train,5
3129cfc89.jpg,545,train,0
1af8d8de1.jpg,546,train,1
8cf2e3de8.jpg,547,train,1
ffef7c3f3.jpg,548,train,3
7d9f0033c.jpg,549,train,4
b9a702606.jpg,550,train,1
0bf7a2653.jpg,551,train,1
d2662f8d1.jpg,552,train,1
c0552abc7.jpg,553,train,0
461ef77c4.jpg,554,val,0
78a02daa6.jpg,555,val,0
b7ecbbeaa.jpg,556,test,1
27614fff3.jpg,557,test,1
c8f212e67.jpg,558,train,1
7408b3f72.jpg,559,train,1
0af151ad2.jpg,560,train,1
258ccdcb1.jpg,561,train,0
9d76364f7.jpg,562,train,1
c8a781d11.jpg,563,train,1
78d53597c.jpg,564,train,2
f87a27a83.jpg,565,train,4
1cb46b822.jpg,566,val,3
d7d992d6a.jpg,567,train,1
118ff3cd0.jpg,568,train,1
a40eb519d.jpg,569,train,0
b368c0542.jpg,570,train,2
09a811a9e.jpg,571,train,1
18843491c.jpg,572,train,1
ca8aac478.jpg,573,train,0
c9fa5dea1.jpg,574,train,1
bc3cd3b02.jpg,575,train,2
c5ffa29aa.jpg,576,train,1
bf763ffce.jpg,577,train,1
54648c34c.jpg,578,train,3
91922f852.jpg,579,val,14
0435dfdb8.jpg,580,train,0
267746888.jpg,581,val,1
fe969b6e9.jpg,582,train,0
f271b3d49.jpg,583,train,3
c5b485986.jpg,584,train,1
e35f5e397.jpg,585,train,1
156e9c18d.jpg,586,train,1
c2dfde6e1.jpg,587,train,1
dd24c765c.jpg,588,train,8
4fc603561.jpg,589,train,1
e365475d6.jpg,590,train,1
8b3b5d092.jpg,591,val,2
8ae02aa4a.jpg,592,train,1
45647fe43.jpg,593,test,0
d268734c8.jpg,594,test,0
c5d8ce7b3.jpg,595,train,1
8661f065a.jpg,596,train,0
748ce0c8f.jpg,597,train,1
25be63c74.jpg,598,val,1
138fa61c0.jpg,599,train,1
b770b6fb0.jpg,600,val,1
4e219b7eb.jpg,601,train,0
7ed6fd5e5.jpg,602,train,15
623f14ace.jpg,603,train,1
b33b08320.jpg,604,train,5
1b092a684.jpg,605,train,1
565bc4952.jpg,606,train,3
857af5667.jpg,607,train,1
18f58ac75.jpg,608,train,3
6f321b0a7.jpg,609,train,1
0324ca639.jpg,610,train,1
2e355e2e0.jpg,611,train,1
9e8cb9656.jpg,612,train,0
1fa2901d8.jpg,613,train,5
0c21db465.jpg,614,train,2
4173d9f19.jpg,615,train,1
a061b4d30.jpg,616,train,0
c35424fe9.jpg,617,train,3
c1a41632d.jpg,618,train,0
e8aa104eb.jpg,619,test,2
6097b137c.jpg,620,test,0
fd6f788b6.jpg,621,train,2
566a63bf9.jpg,622,test,1
2bbf5d2d6.jpg,623,train,1
e3297b70c.jpg,624,train,3
51b2bd216.jpg,625,train,1
ede7aeaaf.jpg,626,val,0
34b5820fa.jpg,627,train,1
7540ceeac.jpg,628,test,1
b6a953137.jpg,629,train,1
ea91f57ec.jpg,630,train,1
11b98b5e2.jpg,631,train,1
769bcbdb3.jpg,632,train,1
8666ad671.jpg,633,train,1
164ffa1fe.jpg,634,train,1
7695ed0ae.jpg,635,train,0
5a0487af5.jpg,636,train,5
0b5ef3b0c.jpg,637,test,1
b2f254b5a.jpg,638,train,0
cd09274cc.jpg,639,train,0
a61cb16c0.jpg,640,train,1
ecc876873.jpg,641,train,1
33c2c48ef.jpg,642,train,0
9a4845e49.jpg,643,train,0
a46d1044c.jpg,644,test,2
d961ba24d.jpg,645,train,1
b0b5fd0df.jpg,646,test,2
124f22e4a.jpg,647,train,1
e133c272f.jpg,648,train,0
ca0c379f7.jpg,649,train,0
a4ebb0a43.jpg,650,test,1
496f2e669.jpg,651,test,1
c3a89b223.jpg,652,train,2
7ad7cb8b4.jpg,653,train,2
bc9183001.jpg,654,train,0
56db029ad.jpg,655,train,1
54318d2eb.jpg,656,val,2
d0835ee31.jpg,657,train,1
7360db2a2.jpg,658,train,0
a9336ab86.jpg,659,train,1
e2845ccc6.jpg,660,train,1
27b70091e.jpg,661,train,1
14771426b.jpg,662,train,0
1fc060735.jpg,663,train,2
fe09d241c.jpg,664,train,8
8995e729b.jpg,665,val,1
e8e3e276f.jpg,666,train,1
f90c3e435.jpg,667,val,1
361d0fd49.jpg,668,train,1
ccc0fc185.jpg,669,train,1
aa223af2d.jpg,670,val,0
492aaff1f.jpg,671,test,0
d0e234834.jpg,672,val,1
dbf8c00a7.jpg,673,val,0
037642165.jpg,674,train,1
0df869921.jpg,675,train,2
a198a701c.jpg,676,train,4
cee3c1786.jpg,677,val,1
6baafb6e7.jpg,678,train,1
0956ed7bd.jpg,679,train,2
8f66ec2c7.jpg,680,train,1
1e6114b65.jpg,681,train,1
ce5d613f8.jpg,682,train,1
e4bf58589.jpg,683,train,2
137f3a08f.jpg,684,train,0
22f8ace63.jpg,685,train,5
6b344202f.jpg,686,train,1
aaa9484f1.jpg,687,train,1
ec8e0c501.jpg,688,train,2
105c748d1.jpg,689,train,1
72cbba210.jpg,690,train,1
3806d0683.jpg,691,train,1
148dd6536.jpg,692,train,1
2ed023e6b.jpg,693,train,3
b0213c0fe.jpg,694,train,0
ed177a90a.jpg,695,train,1
4ef9efaa5.jpg,696,train,0
6455524ee.jpg,697,train,0
7b882cddd.jpg,698,train,0
e4d8cf115.jpg,699,test,2
b0f875b61.jpg,700,train,1
52e938581.jpg,701,train,2
9042f7871.jpg,702,train,1
9d6464c9e.jpg,703,val,8
a093070b3.jpg,704,train,0
708d683d5.jpg,705,train,1
56096dd51.jpg,706,train,1
7d3f54b9d.jpg,707,train,1
126c19a45.jpg,708,train,0
cc8ff0904.jpg,709,train,0
ccfef76bf.jpg,710,train,1
3b1d497b5.jpg,711,train,1
0f9133be9.jpg,712,train,4
0571f84bb.jpg,713,train,1
020364a0c.jpg,714,train,2
04a9e3a9a.jpg,715,train,5
2f9c2789c.jpg,716,train,5
71c781fce.jpg,717,train,1
2528740fa.jpg,718,train,1
55ab796d2.jpg,719,test,1
4c65fb5f0.jpg,720,val,1
ee08d6c23.jpg,721,val,2
69dc2e683.jpg,722,test,1
494e56693.jpg,723,train,0
b7938c519.jpg,724,train,0
7ff5def3d.jpg,725,train,1
088b11c45.jpg,572,train,2
b9f224552.jpg,726,test,3
8cbffb64a.jpg,727,train,1
c0d79557b.jpg,728,train,0
1107b9f49.jpg,729,train,0
54385efb2.jpg,730,train,1
656ac2333.jpg,731,test,1
644bfa384.jpg,732,train,0
414568a45.jpg,733,val,1
51c016620.jpg,734,train,1
5a324478f.jpg,735,test,0
0178a78ec.jpg,736,train,1
bb0b76379.jpg,737,train,1
1b7cf1f4d.jpg,738,train,1
7c64a9a8f.jpg,739,train,2
4a3ea545d.jpg,740,train,0
0086f828b.jpg,741,train,1
9f0db660b.jpg,742,train,3
cd2465281.jpg,743,train,2
d76693c24.jpg,744,train,1
706387707.jpg,745,train,1
6df51026e.jpg,746,train,1
13a43d418.jpg,747,train,1
4660a895e.jpg,748,train,1
69b93a572.jpg,749,train,1
a5939893d.jpg,750,train,2
952650e41.jpg,751,train,1
e4f1130c2.jpg,752,train,1
dced78b73.jpg,753,train,0
3de9ff590.jpg,754,test,4
dd3a651b2.jpg,755,train,1
9856d805c.jpg,756,val,1
8ab154d14.jpg,757,val,2
9ea0d69a7.jpg,758,train,1
8fd7cbb8c.jpg,759,train,0
a8969e041.jpg,760,train,1
7e349f77c.jpg,761,train,2
47a376701.jpg,762,train,0
4344b7474.jpg,763,train,3
b195bdfe3.jpg,764,val,1
a404c05c8.jpg,765,train,3
cd8b14dbd.jpg,766,train,0
101136d46.jpg,767,train,1
90fd9a265.jpg,768,train,2
bcb3f831c.jpg,769,train,0
73f3e0d81.jpg,770,test,1
8deccdf1c.jpg,771,train,2
844ebfbe4.jpg,772,val,1
88b3eef61.jpg,773,train,0
d68537fd4.jpg,774,train,2
2ffbb86cc.jpg,775,train,1
c08d23d6f.jpg,776,train,4
510c5d05d.jpg,777,train,2
3685f7883.jpg,778,train,1
7354ebfa5.jpg,779,val,1
7398acb26.jpg,780,train,1
8874aeb57.jpg,781,train,2
23a4cbbab.jpg,782,train,3
47d0888a1.jpg,783,train,1
a23977d18.jpg,784,train,2
7281cdecb.jpg,785,train,1
a294d967f.jpg,786,train,0
51e83632b.jpg,787,val,1
c8ee00067.jpg,788,test,6
9a880b961.jpg,789,train,0
17d10d089.jpg,790,train,2
dd599e466.jpg,791,train,1
17d318b6a.jpg,792,train,0
aec121c4f.jpg,793,train,0
a3665e3fe.jpg,794,train,2
815aaf8aa.jpg,795,val,1
b789ab0a1.jpg,796,train,1
42fd9ebaf.jpg,797,train,0
9c0cf2a62.jpg,798,val,1
2179f4538.jpg,799,train,1
be346b046.jpg,800,train,1
1746475bb.jpg,801,train,1
6449acd02.jpg,802,train,1
0bb3c5462.jpg,803,train,5
6d948c270.jpg,804,train,1
436359e3a.jpg,805,train,0
8015da36c.jpg,806,test,0
c798a28db.jpg,807,train,1
06ad938a7.jpg,808,train,0
23b3ad80a.jpg,809,train,1
394e6227f.jpg,810,train,0
da58db22a.jpg,811,train,0
2e326f4d2.jpg,812,train,1
60d951c13.jpg,813,test,1
ab5b78f04.jpg,814,train,1
76a8381e4.jpg,815,train,1
07bfafc44.jpg,816,train,2
b6cafa726.jpg,817,test,2
