image,n_ships,n_found,n_candidates,context,dropped,runtime_ms
d8aaa8906.jpg,1,1,6,candidates,False,125.8801999501884
569d2bbea.jpg,1,0,11,candidates,False,125.9299999801442
7060ef876.jpg,1,1,4,candidates,False,122.61040008161217
f6ba6120d.jpg,0,0,12,candidates,False,120.88669999502599
cb894ab1f.jpg,1,0,0,land_coast,False,125.44430000707507
9329c24f2.jpg,6,4,12,candidates,False,124.10889996681362
4cd05cfbf.jpg,1,1,1,candidates,False,123.66090004798025
228b04e51.jpg,0,0,15,candidates,False,125.40070002432913
35a075c81.jpg,1,1,47,candidates,False,125.53129997104406
b3b0ed544.jpg,2,2,3,candidates,False,125.95909996889532
1850926b8.jpg,2,2,14,candidates,False,128.72779997996986
9b3b7fbde.jpg,0,0,17,candidates,False,126.50600005872548
a12bfae9d.jpg,1,0,0,empty_sea,True,123.62710002344102
4f909f7fb.jpg,0,0,22,candidates,False,126.26589997671545
a482999bb.jpg,1,0,23,candidates,False,122.89110000710934
23dd5b605.jpg,0,0,15,land_coast,False,124.12319995928556
d8f2d724d.jpg,1,1,9,candidates,False,123.447599937208
ca78eac88.jpg,12,0,4,land_coast,False,124.1126999957487
49164130a.jpg,1,1,5,candidates,False,125.75819995254278
5f1817b60.jpg,1,0,1,land_coast,False,126.52140005957335
89596469e.jpg,1,1,16,candidates,False,122.56289995275438
9fc8772e3.jpg,1,1,18,candidates,False,123.63559997174889
f6e1b1630.jpg,2,2,3,candidates,False,123.3296999707818
a631a6d34.jpg,1,0,55,candidates,False,125.08819997310638
0bfb71a47.jpg,1,1,4,candidates,False,123.42929991427809
7322abc42.jpg,3,1,7,candidates,False,122.23149999044836
7715a2fe3.jpg,0,0,31,land_coast,False,125.13119995128363
16a32fd9b.jpg,2,2,2,candidates,False,121.76719994749874
9faa8eac7.jpg,0,0,23,candidates,False,125.70450000930578
02c5b00e8.jpg,0,0,17,candidates,False,122.88230005651712
0c6b7bca1.jpg,1,0,39,candidates,False,123.63400007598102
a69036fca.jpg,1,1,5,candidates,False,122.387700015679
6e92cf4cb.jpg,1,1,12,candidates,False,124.08639991190284
4dd043d49.jpg,1,0,2,land_coast,False,126.86269998084754
314036ea0.jpg,1,1,5,candidates,False,122.03579989727587
730b4e931.jpg,1,1,7,land_coast,False,124.80470002628863
7bbffa912.jpg,1,0,12,candidates,False,124.88939997274429
eaf82362d.jpg,1,0,0,land_coast,False,122.2704000538215
2eb531a47.jpg,0,0,11,candidates,False,125.69949997123331
e74c35724.jpg,2,2,24,candidates,False,127.76509998366237
952a07a5d.jpg,1,1,1,candidates,False,127.97380005940795
4a2be955d.jpg,1,1,6,candidates,False,126.6942999791354
79b748025.jpg,7,0,0,land_coast,False,126.51910004206002
dc70dac80.jpg,2,2,6,candidates,False,123.30600002314895
0e0827831.jpg,1,1,20,candidates,False,126.64540007244796
931a0f826.jpg,1,1,6,candidates,False,126.78279995452613
0de34ade8.jpg,1,1,1,candidates,False,124.19250002130866
79ebcb211.jpg,1,1,9,candidates,False,126.55169994104654
cc46f11d8.jpg,2,1,20,candidates,False,125.45210006646812
b39c32f97.jpg,1,0,1,land_coast,False,127.67239997629076
c68573a6c.jpg,1,1,5,candidates,False,124.50160004664212
6d719e576.jpg,6,6,51,land_coast,False,121.97740003466606
1b42c0672.jpg,4,4,6,candidates,False,123.49169992376119
4b661b951.jpg,0,0,23,land_coast,False,124.2572000483051
e64587598.jpg,9,9,19,candidates,False,126.6310999635607
4f0733181.jpg,1,0,0,empty_sea,True,123.03020001854748
27aa19327.jpg,1,1,2,candidates,False,126.30439992062747
3cdac0854.jpg,1,0,0,empty_sea,True,122.80689994804561
00e603959.jpg,1,1,2,candidates,False,125.07939990609884
870680501.jpg,1,0,3,land_coast,False,126.79130001924932
c0e45f5b0.jpg,3,3,13,candidates,False,126.12060003448278
81be6d53a.jpg,1,1,45,candidates,False,123.8714000210166
d41a86c8c.jpg,1,1,2,candidates,False,123.80360008683056
42d5ffa51.jpg,1,1,35,candidates,False,127.1217999747023
d61c69b5d.jpg,1,0,28,candidates,False,126.02540000807494
50b05e394.jpg,1,0,8,land_coast,False,126.9419000018388
98cec26da.jpg,1,0,10,candidates,False,124.08049998339266
023aec5ee.jpg,1,1,30,candidates,False,122.0171001041308
3a162077a.jpg,1,1,1,candidates,False,123.03669995162636
24628eee8.jpg,4,4,18,candidates,False,123.85600002016872
01178499a.jpg,1,0,20,candidates,False,125.52699993830174
e279290ac.jpg,1,0,0,land_coast,False,123.00399993546307
eedd126c6.jpg,1,1,1,candidates,False,123.7106000771746
0cba20fa6.jpg,0,0,1,candidates,False,123.46650008112192
c70cff811.jpg,1,0,8,candidates,False,122.6869000820443
70caf88d9.jpg,5,2,5,candidates,False,123.06050001643598
6a4ac74eb.jpg,3,0,2,land_coast,False,123.7348000286147
c748f46a2.jpg,1,1,25,candidates,False,126.33300002198666
57610d682.jpg,1,1,1,candidates,False,123.39860002975911
8e7e2bdb5.jpg,1,1,3,candidates,False,125.57859998196363
3859f31cc.jpg,1,1,4,candidates,False,122.3141000373289
6e6f35c97.jpg,1,1,43,candidates,False,123.20559995714575
ebf7e53a1.jpg,1,0,6,land_coast,False,123.0883999960497
cf9fcd6b8.jpg,2,2,5,candidates,False,122.36320006195456
e9bd05aa2.jpg,1,1,4,candidates,False,124.67930000275373
a85cd2105.jpg,0,0,4,candidates,False,123.16009995993227
414aadda5.jpg,0,0,65,candidates,False,124.4399999268353
feb30b892.jpg,1,1,3,candidates,False,127.97590007539839
0d3516189.jpg,1,1,7,candidates,False,129.75490000098944
d90ee92a7.jpg,4,3,33,candidates,False,126.73440005164593
6171d14ca.jpg,1,0,4,land_coast,False,127.53210007213056
35cf4b6e1.jpg,1,0,34,land_coast,False,127.55590002052486
ba63044dd.jpg,1,0,8,candidates,False,124.00589999742806
f67ff2849.jpg,2,0,21,candidates,False,123.38770006317645
471789c33.jpg,8,1,40,land_coast,False,125.51189993973821
4c792b511.jpg,1,1,20,land_coast,False,126.30469992291182
78b19af7d.jpg,0,0,0,empty_sea,True,123.54960001539439
c71732dda.jpg,0,0,1,candidates,False,126.5812999336049
f2ec0fb5d.jpg,1,1,2,candidates,False,124.47210005484521
5fb258778.jpg,3,3,6,candidates,False,123.16830002237111
1923f24c9.jpg,1,1,3,candidates,False,123.01019998267293
8d9e3758d.jpg,0,0,6,land_coast,False,126.97480001952499
6f9aca4a8.jpg,0,0,46,land_coast,False,124.54949994571507
177b90121.jpg,1,1,2,candidates,False,125.73809991590679
b1cefe448.jpg,2,1,15,candidates,False,124.38479997217655
325503718.jpg,1,1,5,candidates,False,124.89900004584342
03ed3a56b.jpg,1,1,36,candidates,False,124.71200001891702
188b06cf8.jpg,2,2,3,candidates,False,124.19629993382841
21f54d20d.jpg,2,0,2,land_coast,False,125.04650000482798
2565c26d9.jpg,2,1,1,candidates,False,123.42260009609163
28d73ba1c.jpg,1,0,8,land_coast,False,122.57050001062453
45175b8f5.jpg,0,0,1,candidates,False,124.64129994623363
eebca4888.jpg,0,0,0,land_coast,False,124.68780006747693
083c79cf2.jpg,1,1,2,candidates,False,125.88599999435246
8b6b01699.jpg,1,1,2,candidates,False,125.87370001710951
26a816ded.jpg,0,0,10,candidates,False,123.57019993942231
bb312942d.jpg,1,1,68,candidates,False,124.93800010997802
883b243fb.jpg,1,0,9,candidates,False,125.36870001349598
24bd2691b.jpg,0,0,10,candidates,False,122.64930002857
ec221fcdf.jpg,4,4,8,candidates,False,128.3540999284014
963a81be4.jpg,2,2,2,candidates,False,122.40650004241616
b36839a32.jpg,2,2,3,land_coast,False,125.43610006105155
4ed28e415.jpg,1,0,0,land_coast,False,124.08809992484748
1076a4e9e.jpg,0,0,77,candidates,False,124.03330008964986
209631ac6.jpg,9,1,16,land_coast,False,128.48340009804815
795de0bcb.jpg,0,0,0,empty_sea,True,122.17149999924004
e6ccabbcf.jpg,2,1,7,candidates,False,125.02180004958063
6f91abac0.jpg,2,1,7,candidates,False,122.6615000050515
ef14c47a3.jpg,1,1,1,candidates,False,124.57079999148846
d49f98f25.jpg,1,1,4,candidates,False,123.02880000788718
a313ffb5a.jpg,0,0,19,land_coast,False,125.81860006321222
357e14a4e.jpg,13,3,27,candidates,False,123.30129998736084
b8e6e815a.jpg,2,0,56,candidates,False,124.1267001023516
1d3fdbd3a.jpg,1,1,33,candidates,False,127.77310004457831
501313860.jpg,0,0,47,candidates,False,125.43800007551908
efb8ee13a.jpg,4,4,8,candidates,False,124.82949998229742
81cea10bd.jpg,2,1,16,candidates,False,123.02409997209907
798154da8.jpg,0,0,17,candidates,False,124.08680003136396
3b2d4bd02.jpg,1,1,7,candidates,False,122.87369999103248
fac263d5d.jpg,2,1,7,candidates,False,122.47620010748506
a81865333.jpg,1,1,2,candidates,False,122.15790001209825
ca621f70c.jpg,1,1,1,candidates,False,123.54239996057004
da5e01c72.jpg,1,1,8,candidates,False,125.08979998528957
d74430258.jpg,1,0,0,land_coast,False,129.0500999893993
95f1f92b4.jpg,0,0,0,land_coast,False,126.39360001776367
d7bc33409.jpg,2,0,21,land_coast,False,128.05800000205636
8ab996730.jpg,1,1,4,candidates,False,126.72739999834448
f3106a8ee.jpg,0,0,52,candidates,False,124.43109997548163
7fff75831.jpg,1,1,18,candidates,False,125.11170003563166
ddde7074c.jpg,0,0,2,candidates,False,123.12630005180836
fda9e0b01.jpg,1,1,8,candidates,False,123.16059996373951
3b010d21f.jpg,0,0,14,land_coast,False,124.78479999117553
a917fee41.jpg,0,0,3,candidates,False,121.5189000358805
baa66afec.jpg,2,2,2,candidates,False,123.0686999624595
2c8fd83a9.jpg,0,0,7,candidates,False,124.20970003586262
dec41d40e.jpg,3,2,14,candidates,False,123.80629999097437
9af77856d.jpg,2,2,2,candidates,False,122.73109995294362
086307a36.jpg,1,1,1,candidates,False,124.36410004738718
431a404fd.jpg,1,0,5,land_coast,False,127.14839994441718
0f6f01e69.jpg,3,0,23,land_coast,False,120.64310000278056
3614a1e31.jpg,1,1,7,candidates,False,123.82520001847297
72a362af2.jpg,1,0,0,land_coast,False,126.68440002016723
1117dbd46.jpg,1,1,21,candidates,False,123.04720003157854
b02b1ce6a.jpg,4,4,4,candidates,False,125.36810000892729
8feda0449.jpg,1,1,1,land_coast,False,128.89880000147969
0710ef74f.jpg,3,3,7,candidates,False,123.03789996076375
b2f3df87d.jpg,1,0,13,land_coast,False,125.64139999449253
d2e871f1c.jpg,3,0,28,land_coast,False,123.54159995447844
a999e3657.jpg,1,0,4,land_coast,False,127.10419995710254
4f44e82c9.jpg,0,0,63,candidates,False,123.76320001203567
e4b51fe24.jpg,1,1,23,candidates,False,123.33730002865195
82a36ee8d.jpg,1,1,10,candidates,False,131.09879998955876
cb2f03a91.jpg,1,1,2,candidates,False,125.19469996914268
f8f9eb017.jpg,0,0,0,land_coast,False,126.58610008656979
9fb50479f.jpg,1,0,1,land_coast,False,126.48570002056658
3bea324fc.jpg,2,2,3,candidates,False,125.78859995119274
bf861b8d7.jpg,1,1,3,candidates,False,123.45610000193119
bc8e96524.jpg,1,1,17,candidates,False,122.48130002990365
a8874e77b.jpg,0,0,2,candidates,False,123.73750004917383
e8dbb8d28.jpg,1,0,7,land_coast,False,126.29869999364018
40b66f998.jpg,2,2,4,candidates,False,124.30559995118529
c9c25b8a2.jpg,2,2,5,candidates,False,122.02070001512766
8b56662dc.jpg,1,0,3,land_coast,False,124.83339989557862
1be2043f6.jpg,1,0,8,land_coast,False,124.39050001557916
1b45008a3.jpg,1,1,73,land_coast,False,124.00449998676777
cd2146349.jpg,0,0,0,land_coast,False,125.91160007286817
f7cae76b3.jpg,1,0,0,land_coast,False,124.61489997804165
406e8cc87.jpg,1,1,18,candidates,False,124.11570001859218
e12065e8d.jpg,7,7,12,candidates,False,124.70250006299466
17d0b06e1.jpg,1,1,5,candidates,False,123.77679999917746
083a42e6d.jpg,1,0,0,land_coast,False,127.24750000052154
c18b525e8.jpg,1,0,7,land_coast,False,125.0199000351131
c29c0c46b.jpg,1,1,3,candidates,False,122.77509993873537
7e1957a39.jpg,1,1,29,land_coast,False,128.79670003894717
8acb482bd.jpg,1,0,7,candidates,False,125.46660006046295
32c22f8d9.jpg,0,0,75,candidates,False,124.14209998678416
87465375b.jpg,0,0,0,land_coast,False,127.2338000126183
b0ddbd27b.jpg,0,0,10,land_coast,False,127.38969991914928
eb2dc181b.jpg,2,1,15,candidates,False,122.13339994195849
e345aa0fa.jpg,1,1,11,candidates,False,129.17520001064986
f7d12c543.jpg,1,1,3,candidates,False,123.56069998349994
be9f5ea4f.jpg,2,2,3,candidates,False,123.86589997913688
e06ff97ef.jpg,1,1,33,land_coast,False,125.45190006494522
71c86ce2d.jpg,1,1,5,land_coast,False,125.1172999618575
b3e7f584b.jpg,1,1,9,candidates,False,125.59790001250803
9563398ea.jpg,1,0,16,candidates,False,127.00640002731234
a24633eca.jpg,3,3,6,candidates,False,125.48859999515116
8113a97f4.jpg,1,0,3,land_coast,False,125.54239993914962
697e3d6da.jpg,1,1,17,candidates,False,125.49300002865493
2e3a5d90f.jpg,5,5,12,candidates,False,122.69590003415942
367eb945c.jpg,0,0,0,empty_sea,True,125.06600003689528
3e9201e47.jpg,1,0,0,empty_sea,True,123.36220010183752
2cd9a46b1.jpg,1,0,2,land_coast,False,124.84750000294298
403351dad.jpg,1,0,9,candidates,False,125.64990005921572
9eb29b805.jpg,1,1,4,candidates,False,122.07879999186844
a53abb704.jpg,1,1,11,candidates,False,124.54350001644343
125fb4347.jpg,1,1,30,land_coast,False,124.06910001300275
63f047d76.jpg,1,1,12,candidates,False,128.3745999680832
d3f5dcaa1.jpg,1,1,7,candidates,False,126.18210003711283
4236073e2.jpg,10,0,0,land_coast,False,124.83580003026873
10e334e8d.jpg,2,0,2,land_coast,False,120.24439999368042
b201045ba.jpg,0,0,5,land_coast,False,123.41480003669858
ff62ddad4.jpg,1,1,3,candidates,False,125.44950004667044
badcf0731.jpg,2,1,53,candidates,False,124.00100007653236
e6613a7a4.jpg,1,1,14,land_coast,False,128.43100004829466
fa36defc8.jpg,1,0,1,land_coast,False,127.33940000180155
4a31f722e.jpg,1,1,5,candidates,False,122.04410007689148
4fecab7ec.jpg,2,1,10,candidates,False,124.83870005235076
c6c658e7c.jpg,1,1,2,candidates,False,126.1164000025019
a7fd7b8d4.jpg,1,1,10,candidates,False,122.40750005003065
e6d5d1871.jpg,1,1,3,candidates,False,121.35809997562319
99db4043d.jpg,2,2,2,candidates,False,124.3336999323219
b09b0a8c6.jpg,0,0,21,candidates,False,124.0883000427857
a9a9f3eec.jpg,3,0,0,land_coast,False,127.51289992593229
cdcd86f93.jpg,1,1,1,candidates,False,122.90129996836185
8d9fd3581.jpg,3,0,9,land_coast,False,122.94889998156577
c73f75ce3.jpg,1,1,24,candidates,False,122.42979998700321
96d589e9e.jpg,0,0,0,land_coast,False,123.75869997777045
922d73618.jpg,0,0,0,empty_sea,True,122.20410001464188
d6e747951.jpg,1,1,32,candidates,False,128.24290001299232
3522d78c7.jpg,1,0,0,land_coast,False,123.50460002198815
a891e6210.jpg,1,0,42,land_coast,False,125.23770006373525
31c86313a.jpg,1,0,6,candidates,False,123.3546999283135
8afe804ba.jpg,1,1,11,candidates,False,122.73259996436536
dce184f9f.jpg,1,1,1,candidates,False,124.66689990833402
67d0991d8.jpg,1,0,0,land_coast,False,124.73769998177886
0bd2bd3f0.jpg,1,0,0,empty_sea,True,123.1900000711903
89fcf9121.jpg,2,2,40,candidates,False,126.74149998929352
e914461d7.jpg,1,0,1,candidates,False,123.99820005521178
d459530b9.jpg,1,1,49,candidates,False,127.55120010115206
d70a782c8.jpg,0,0,80,candidates,False,123.47190000582486
163ae7fca.jpg,1,0,9,land_coast,False,123.16429999191314
418baabc2.jpg,3,0,43,candidates,False,123.25289996806532
66bdead5e.jpg,11,0,15,candidates,False,125.14200003352016
d4b10112b.jpg,1,1,1,candidates,False,121.39899993781
9dc8d77e7.jpg,1,1,10,candidates,False,125.03490003291517
e7d9696e6.jpg,1,1,26,candidates,False,122.72500002291054
dfcdddcc7.jpg,0,0,0,land_coast,False,126.88380002509803
870e938c3.jpg,1,1,3,candidates,False,125.78440003562719
b5fd6f0ed.jpg,1,1,13,candidates,False,124.19559992849827
aabedc683.jpg,2,2,8,candidates,False,125.07120007649064
c61a04ef2.jpg,0,0,23,candidates,False,123.24570002965629
0bde4207e.jpg,1,1,64,candidates,False,130.51639997866005
a0d2a2993.jpg,1,0,18,land_coast,False,124.78250009007752
0878ba05f.jpg,1,1,4,candidates,False,124.18380007147789
c037bb7f0.jpg,0,0,3,candidates,False,127.73449998348951
519f3d337.jpg,4,0,2,land_coast,False,126.94650003686547
1696a45bc.jpg,1,0,7,candidates,False,123.60529997386038
aa345fcb8.jpg,2,2,7,candidates,False,123.88920004013926
19d659f8a.jpg,1,1,8,candidates,False,123.79019998479635
f04563b65.jpg,1,1,36,candidates,False,123.58370004221797
a6dc0d057.jpg,1,1,14,land_coast,False,124.44540008436888
a3426c6ca.jpg,1,1,5,candidates,False,124.88609994761646
06dd3e135.jpg,2,0,9,candidates,False,124.2759000742808
ad7348bcc.jpg,2,0,23,candidates,False,127.20860005356371
5b5ee5ecb.jpg,2,0,4,candidates,False,121.98349996469915
b94d2bfd1.jpg,2,2,11,candidates,False,123.39379999320954
83f6011e3.jpg,1,1,11,candidates,False,123.33289999514818
84a066bee.jpg,1,0,19,candidates,False,126.75940000917763
ead821828.jpg,1,1,1,candidates,False,122.30909999925643
aac821c4c.jpg,1,1,1,candidates,False,124.09800000023097
62faad686.jpg,1,1,1,candidates,False,124.4658000068739
775a97bc6.jpg,2,2,10,candidates,False,123.00489994231611
bbcee356b.jpg,2,1,81,candidates,False,142.51309994142503
