image,context,cloud_frac,edge_density,big_blob_frac,n_candidates,prefilter_ms,gate_score,gate_keep,n_fp_0.05,n_tp_0.05,n_fp_0.25,n_tp_0.25,n_fp_0.4,n_tp_0.4,n_ships,ctx3
01178499a.jpg,candidates,0.0,0.0013020833333333333,0.0,17,134.4346998957917,0.9425647854804993,True,0,1,0,1,0,1,1,ships
012635ffd.jpg,candidates,0.0,0.0016699896918402778,0.0,3,139.003699994646,0.9480426907539368,True,0,1,0,1,0,1,1,ships
014773cfa.jpg,candidates,0.0,5.9339735243055555e-05,0.0,1,160.2606000378728,0.824953556060791,True,0,2,0,1,0,1,1,ships
014c589c5.jpg,land_coast,0.0,0.18171861436631945,0.0,8,170.95309996511787,0.5690489411354065,True,0,5,0,2,0,0,2,coast
014f2454d.jpg,candidates,0.0,0.06665717230902778,0.0,55,164.37850007787347,0.8141859173774719,True,0,2,0,0,0,0,1,ships
014f42813.jpg,candidates,0.0,0.0004831949869791667,0.0,4,219.12060002796352,0.7955713868141174,True,0,1,0,1,0,1,1,ships
015369fd9.jpg,candidates,0.0,0.004338582356770833,0.0,45,196.98690006043762,0.6887058615684509,True,4,4,1,4,0,3,4,ships
015e56b00.jpg,candidates,0.0,0.00029839409722222225,0.0,9,194.31180006358773,0.8814244270324707,True,4,1,1,1,1,1,2,ships
0171499be.jpg,candidates,0.0,0.045249091254340276,0.0,51,247.69959994591773,0.653564453125,True,1,4,0,3,0,3,3,ships
017b8be5a.jpg,candidates,0.0,0.025080362955729168,0.0,4,219.01740005705506,0.5400194525718689,True,0,2,0,1,0,1,1,ships
01834cb80.jpg,candidates,0.0,0.002648247612847222,0.0,24,237.6959000248462,0.9289388656616211,True,0,1,0,1,0,1,1,ships
01933be65.jpg,candidates,0.0,7.120768229166667e-05,0.0,1,231.130100088194,0.6676362752914429,True,0,1,0,1,0,1,1,ships
019637cee.jpg,candidates,0.0,0.00018649631076388888,0.0,16,227.12439997121692,0.885009229183197,True,5,1,0,0,0,0,1,ships
0198713b4.jpg,candidates,0.0,0.0005069308810763889,0.0,4,177.4467999348417,0.7838665246963501,True,0,1,0,1,0,1,1,ships
01a441c31.jpg,candidates,0.0,0.0001678466796875,0.0478057861328125,48,178.2225000206381,0.33875709772109985,True,0,0,0,0,0,0,0,empty
01acf3a1a.jpg,candidates,0.0,0.00041876898871527775,0.0,3,213.2528000511229,0.6283470988273621,True,0,1,0,1,0,1,1,ships
01c99b29b.jpg,candidates,0.0,0.0016377766927083333,0.03303697374131945,55,194.80400008615106,0.9534290432929993,True,1,4,0,1,0,0,1,ships
01cecb9b6.jpg,candidates,0.0,0.1030917697482639,0.0,8,166.35089996270835,0.6321768760681152,True,0,3,0,1,0,0,1,ships
01ed38a14.jpg,candidates,0.0,0.08223809136284722,0.0,7,176.16480006836355,0.28219130635261536,True,3,3,0,0,0,0,1,ships
020aa1a39.jpg,candidates,0.0,0.016927083333333332,0.019493950737847224,46,185.53340004291385,0.9383016228675842,True,0,1,0,1,0,1,1,ships
020f1afe8.jpg,candidates,0.0,0.0,0.0,12,208.93780002370477,0.8590924143791199,True,0,2,0,2,0,1,2,ships
022ecd2ce.jpg,land_coast,0.0,0.2602623833550347,0.0,22,225.43789993505925,0.8273515105247498,True,2,2,0,2,0,1,1,coast
02340e46d.jpg,candidates,0.0,0.0,0.0,5,165.96440004650503,0.1714671552181244,True,0,0,0,0,0,0,0,empty
023aec5ee.jpg,candidates,0.0,0.0005950927734375,0.0,37,207.2931999573484,0.3403066098690033,True,1,2,0,2,0,1,1,ships
024e6ba29.jpg,cloud,0.9995642768012153,0.0,0.0,0,299.68599998392165,0.0724979117512703,False,0,0,0,0,0,0,0,cloud
02641ca93.jpg,candidates,0.0,0.0015784369574652778,0.0,9,193.51749995257705,0.9999349117279053,True,0,10,0,8,0,7,9,ships
02765ce9b.jpg,land_coast,0.0,0.07293701171875,0.19959004720052084,33,173.01229992881417,0.745153546333313,True,3,15,0,6,0,3,10,coast
027d9c067.jpg,candidates,0.0,0.0014902750651041667,0.0,1,199.1558000445366,0.44400230050086975,True,0,0,0,0,0,0,0,empty
02884baad.jpg,candidates,0.0,0.0015852186414930555,0.0,4,356.89639998599887,0.9598782062530518,True,2,3,0,2,0,1,2,ships
02ae62f2c.jpg,land_coast,0.0,0.3290032280815972,0.0,3,198.60349991358817,0.7985109090805054,True,0,1,0,1,0,1,1,coast
02bd946c3.jpg,land_coast,0.0,0.2639482286241319,0.0,0,174.3393000215292,0.17750920355319977,True,0,0,0,0,0,0,0,coast
02c5b00e8.jpg,candidates,0.0,0.0,0.018971761067708332,37,209.24680004827678,0.0919404998421669,False,0,0,0,0,0,0,0,empty
02d35ca31.jpg,candidates,0.0,0.0006849500868055555,0.0,5,175.8126999484375,0.809514582157135,True,1,2,0,2,0,0,1,ships
02dfc6a62.jpg,candidates,0.0,0.005820380316840278,0.05753750271267361,66,204.84120002947748,0.09036911278963089,False,0,0,0,0,0,0,0,empty
02e440917.jpg,candidates,0.0,0.005216810438368056,0.022516886393229168,31,247.03099997714162,0.9861052632331848,True,0,1,0,1,0,1,1,ships
02e9b1860.jpg,land_coast,0.0,0.2632259792751736,0.0,2,151.0392000200227,0.08228065073490143,False,0,0,0,0,0,0,0,coast
02fa41846.jpg,land_coast,0.0,0.23018391927083334,0.0,3,223.94200006965548,0.930827260017395,True,1,2,0,2,0,2,2,coast
02fb4e152.jpg,candidates,0.0,0.0020158555772569445,0.0,16,174.06679992564023,0.9712879657745361,True,2,3,1,2,0,2,2,ships
03007ae96.jpg,land_coast,0.0,0.2746717664930556,0.0,15,218.83259993046522,0.8398101329803467,True,0,1,0,1,0,1,1,coast
031101e01.jpg,candidates,0.0,0.10205925835503472,0.0,33,212.98079995904118,0.5707077980041504,True,0,1,0,1,0,1,1,ships
0318cd222.jpg,candidates,0.0,0.0005238850911458334,0.0,6,177.90149990469217,0.8771175146102905,True,2,6,0,4,0,0,2,ships
0318e0afc.jpg,land_coast,0.0,0.0002492268880208333,0.1500888400607639,38,168.49239997100085,0.03589772433042526,False,0,0,0,0,0,0,0,coast
03204a586.jpg,land_coast,0.0,0.2909274631076389,0.0,7,247.63699993491173,0.9441022276878357,True,2,4,0,3,0,3,3,coast
0325c0ae2.jpg,land_coast,0.0,0.3631167941623264,0.0,5,225.15810001641512,0.9864960312843323,True,0,1,0,1,0,1,1,coast
0328935b6.jpg,candidates,0.0,7.968478732638889e-05,0.0,2,225.23770004045218,0.700671911239624,True,2,2,1,0,0,0,1,ships
0334b5c53.jpg,candidates,0.0,0.0015394422743055555,0.0,60,156.3172999303788,0.06629333645105362,False,0,0,0,0,0,0,0,empty
0337e7947.jpg,candidates,0.0,0.012727525499131944,0.04596116807725695,82,165.00769997946918,0.8277114629745483,True,0,2,0,2,0,1,1,ships
033f61c0d.jpg,candidates,0.0,0.0006951226128472222,0.0,5,202.1962000289932,0.9983620047569275,True,2,7,0,5,0,5,5,ships
0348a8d7f.jpg,candidates,0.0,0.0006696912977430555,0.0,1,194.69520007260144,0.7515012621879578,True,0,1,0,1,0,1,1,ships
0354f47d7.jpg,candidates,0.0,0.00025261773003472225,0.0,3,145.9672999335453,0.5082045793533325,True,3,3,1,2,0,1,2,ships
0360b2e7f.jpg,candidates,0.0,0.004396226671006944,0.026926676432291668,29,182.84139991737902,0.3211415708065033,True,0,1,0,1,0,1,1,ships
036d3ecb1.jpg,candidates,0.0,0.1108584933810764,0.0,12,212.53580006305128,0.4529961347579956,True,1,1,1,1,1,1,1,ships
0384a0b91.jpg,candidates,0.0,0.012939453125,0.0,165,207.81890000216663,0.9206932187080383,True,0,3,0,1,0,0,1,ships
0390a1104.jpg,candidates,0.0,0.007068210177951389,0.0,32,166.0237000323832,0.9792933464050293,True,0,1,0,1,0,1,1,ships
0393722ec.jpg,candidates,0.0,0.005216810438368056,0.012722439236111112,3,158.87200005818158,0.9916540384292603,True,2,4,0,1,0,0,1,ships
03aba0a7c.jpg,land_coast,0.0,0.06406656901041667,0.16091749403211805,49,175.25359999854118,0.9993060827255249,True,3,3,0,3,0,3,3,coast
03b1bb0da.jpg,land_coast,0.0,0.2619951036241319,0.0,1,185.92220009304583,0.5638654232025146,True,0,0,0,0,0,0,1,coast
03b1ddf8a.jpg,candidates,0.0,0.003653632269965278,0.0,7,186.90630001947284,0.9934723377227783,True,3,7,2,3,0,2,4,ships
03b9ccd94.jpg,candidates,0.0742068820529514,0.0,0.04532564576860907,13,165.49100005067885,0.19975575804710388,True,0,0,0,0,0,0,0,empty
03e12b25c.jpg,candidates,0.0,0.004170735677083333,0.0,11,186.23770005069673,0.9996304512023926,True,0,2,0,2,0,2,2,ships
03e4a01d9.jpg,candidates,0.0,0.0,0.0,11,173.56399993877858,0.19641809165477753,True,0,0,0,0,0,0,0,empty
03e984e0d.jpg,land_coast,0.0,0.3356238471137153,0.0,1,188.65150003693998,0.921953022480011,True,0,1,0,1,0,1,1,coast
03eaa8a5e.jpg,candidates,0.0,0.023298475477430556,0.0,21,167.419399949722,0.9236235618591309,True,0,1,0,1,0,1,1,ships
03ed3a56b.jpg,candidates,0.0,0.011176215277777778,0.0,37,216.39580000191927,0.7252873778343201,True,0,1,0,1,0,1,1,ships
03f00631b.jpg,land_coast,0.007593790690104167,0.003954756760183756,0.22102258220942048,8,192.1614999882877,0.6299716234207153,True,0,1,0,1,0,1,1,coast
040d0634b.jpg,candidates,0.0,0.025399102105034724,0.05566236707899305,31,193.7153999460861,0.9942988157272339,True,3,7,0,2,0,0,3,ships
0413cfbde.jpg,candidates,0.0,0.08189900716145833,0.0660519070095486,83,171.91130004357547,0.9647519588470459,True,4,1,1,1,1,1,1,ships
042837669.jpg,candidates,0.0,0.0005154079861111111,0.0,3,165.2793000685051,0.9141820669174194,True,1,1,0,1,0,1,1,ships
042c8028f.jpg,candidates,0.0,0.00025770399305555556,0.0,2,175.52060005255044,0.7773266434669495,True,1,4,1,2,0,1,2,ships
043693d8f.jpg,land_coast,0.0,0.2756941053602431,0.0,0,156.94709995295852,0.0756862685084343,False,0,0,0,0,0,0,0,coast
04557dd8c.jpg,candidates,0.0,0.047515869140625,0.0,76,176.28640006296337,0.1396944522857666,True,0,0,0,0,0,0,0,empty
04823f766.jpg,candidates,0.0,0.009660508897569444,0.0,19,175.08279997855425,0.6493363976478577,True,0,1,0,1,0,1,1,ships
04867fe84.jpg,candidates,0.0,0.0005289713541666666,0.0,13,208.44850002322346,0.9557501673698425,True,1,1,0,1,0,1,1,ships
04a628f65.jpg,candidates,0.0,8.646647135416667e-05,0.0,1,224.0758000407368,0.7171258330345154,True,0,5,0,1,0,0,1,ships
04cb74d0a.jpg,land_coast,0.0,0.007102118598090278,0.2298550075954861,61,213.27429998200387,0.8627169728279114,True,10,2,4,1,2,1,1,coast
0502d4700.jpg,candidates,0.0,0.002953423394097222,0.0,21,191.55690004117787,0.9788994193077087,True,1,1,0,1,0,1,1,ships
0510a3765.jpg,candidates,0.0,2.8822157118055555e-05,0.0,3,215.574000030756,0.32055720686912537,True,0,3,0,1,0,1,1,ships
05150a041.jpg,candidates,0.0,0.00494384765625,0.0,41,202.11090007796884,0.14104077219963074,True,0,0,0,0,0,0,0,empty
05201af27.jpg,land_coast,0.0,0.04691908094618055,0.1731448703342014,65,258.7622000137344,0.9999715089797974,True,0,2,0,2,0,2,2,coast
0526e0f27.jpg,empty_sea,0.0,0.0,0.0,0,173.79240004811436,0.10133179277181625,False,0,0,0,0,0,0,0,empty
052c068ff.jpg,candidates,0.0,0.00022210015190972222,0.0,26,249.67119994107634,0.7287083268165588,True,0,1,0,1,0,1,1,ships
05320baaa.jpg,land_coast,0.2196892632378472,0.29178770259699266,0.0,12,186.85699999332428,0.7781080007553101,True,1,1,0,0,0,0,1,coast
053b2aee5.jpg,land_coast,0.0,0.027806599934895832,0.1428460015190972,96,227.58119995705783,0.9954677820205688,True,2,2,0,1,0,1,1,coast
0546baefb.jpg,land_coast,0.0,0.17135111490885416,0.0,12,192.57229997310787,0.9988301396369934,True,2,2,1,2,1,2,1,coast
054b37244.jpg,land_coast,0.0,0.24273851182725695,0.0,5,191.94920000154525,0.6773200631141663,True,0,1,0,1,0,1,1,coast
054fadf93.jpg,candidates,0.0,0.00016954210069444444,0.0,2,176.3735000276938,0.3341958522796631,True,4,3,1,2,0,1,2,ships
0565f85d9.jpg,candidates,0.0,0.0,0.0,2,224.99379992950708,0.5312418937683105,True,0,0,0,0,0,0,0,empty
056949650.jpg,candidates,0.0,0.0027669270833333335,0.0,4,164.2869000788778,0.9963656663894653,True,0,1,0,1,0,1,1,ships
056f0d58d.jpg,land_coast,0.0,0.12774658203125,0.07169257269965278,24,246.29879998974502,0.29652729630470276,True,0,1,0,1,0,1,1,coast
057836607.jpg,candidates,0.0,0.00034247504340277775,0.0,1,270.59149998240173,0.6375421285629272,True,2,4,0,1,0,1,2,ships
0580b46cf.jpg,candidates,0.0,0.002414279513888889,0.0,11,233.15969994291663,0.28909561038017273,True,2,1,0,1,0,1,1,ships
0586bf2da.jpg,land_coast,0.1355556911892361,0.0005787787767809921,0.1667960603127401,14,233.05599996820092,0.5462663769721985,True,0,3,0,1,0,0,1,coast
058a7bd3a.jpg,candidates,0.0,0.0015716552734375,0.0,9,205.6142999790609,0.887151300907135,True,0,1,0,1,0,1,1,ships
0595684d6.jpg,empty_sea,0.0,0.0,0.0,0,231.8179999710992,0.4196179211139679,True,0,0,0,0,0,0,0,empty
059aa33cd.jpg,candidates,0.0,0.05261400010850695,0.0,7,230.99810001440346,0.6754708886146545,True,0,3,0,1,0,0,1,ships
05bf3db82.jpg,candidates,0.0,0.0023752848307291665,0.0,3,262.5213999999687,0.9539293050765991,True,0,3,0,2,0,0,1,ships
05d407505.jpg,land_coast,0.0,0.243621826171875,0.0,5,181.81839992757887,0.8737245202064514,True,0,2,0,2,0,2,2,coast
05d523c71.jpg,land_coast,0.0,0.2628343370225694,0.0,9,180.21150003187358,0.999395489692688,True,0,7,0,6,0,4,6,coast
05ee80d40.jpg,candidates,0.0,0.0,0.0,3,200.881699915044,0.24474215507507324,True,0,0,0,0,0,0,0,empty
05ef7a103.jpg,candidates,0.0,0.054448445638020836,0.0,65,162.79189998749644,0.4210215210914612,True,0,5,0,2,0,2,4,ships
05fa5fdb6.jpg,land_coast,0.0,0.17197672526041666,0.0,0,170.46860000118613,0.2557048201560974,True,0,0,0,0,0,0,0,coast
06042c03e.jpg,land_coast,0.0,0.2605726453993056,0.0,0,171.35560000315309,0.2807038426399231,True,0,0,0,0,0,0,0,coast
060da5393.jpg,land_coast,0.0,0.1961279975043403,0.0,51,145.7408000715077,0.17885330319404602,True,0,0,0,0,0,0,0,coast
06145c246.jpg,candidates,0.0,0.00040520562065972225,0.0,4,243.36940003558993,0.6490293741226196,True,2,1,1,1,0,1,1,ships
06157d332.jpg,candidates,0.015974256727430556,0.005922274042600269,0.07029804976369677,68,135.90100000146776,0.029957853257656097,False,0,0,0,0,0,0,0,empty
0618dc91e.jpg,candidates,0.0,0.007407294379340278,0.0,6,234.75339997094125,0.7313064336776733,True,1,2,0,0,0,0,1,ships
0624ddeef.jpg,candidates,0.0,0.014495849609375,0.04915025499131945,40,178.3631999278441,0.9988993406295776,True,7,0,2,0,2,0,2,ships
0638ae9ab.jpg,candidates,0.0,0.017223782009548612,0.0796051025390625,54,181.89300002995878,0.9994274377822876,True,9,7,0,3,0,0,2,ships
063c4aa67.jpg,land_coast,0.0,0.053914388020833336,0.0926700168185764,59,175.27669994160533,0.997968852519989,True,1,9,0,5,0,5,5,coast
063de49ca.jpg,land_coast,0.0,0.20425923665364584,0.0,13,191.90059998072684,0.19942516088485718,True,0,3,0,2,0,1,1,coast
063e5628f.jpg,land_coast,0.0,0.0884433322482639,0.14139302571614584,48,183.3930000429973,0.9495477676391602,True,5,1,0,1,0,1,1,coast
0657903ff.jpg,candidates,0.0,0.0003848605685763889,0.0,15,174.33619999792427,0.34662848711013794,True,0,2,0,1,0,1,1,ships
0658e6598.jpg,candidates,0.0,0.007720947265625,0.0,31,166.70539998449385,0.9999765157699585,True,1,8,0,7,0,4,7,ships
068e7e7eb.jpg,candidates,0.0,0.0015309651692708333,0.0,3,208.44350010156631,0.9434689879417419,True,3,3,1,1,0,0,1,ships
06b6b6570.jpg,land_coast,0.0,0.3128390842013889,0.0,0,215.09499999228865,0.9779307842254639,True,4,3,0,3,0,3,3,coast
06c6a0cf0.jpg,candidates,0.0,0.0017038981119791667,0.0,8,198.76259996090084,0.9851365089416504,True,0,3,0,3,0,3,3,ships
06dd3e135.jpg,candidates,0.0,0.005588107638888889,0.0,14,175.96290004439652,0.7497840523719788,True,0,2,0,2,0,2,2,ships
070d37c1e.jpg,candidates,0.0,0.0015580919053819445,0.0,5,172.9485000250861,0.9932236671447754,True,0,1,0,1,0,1,1,ships
0710ef74f.jpg,candidates,0.0,0.0017072889539930555,0.0,7,163.2806999841705,0.9782885313034058,True,1,3,0,3,0,3,3,ships
0712a9f82.jpg,candidates,0.0,0.0861477322048611,0.0,2,185.05699990782887,0.003550533438101411,False,0,0,0,0,0,0,0,empty
071be1a26.jpg,candidates,0.0,0.0019582112630208335,0.0,80,222.9873000178486,0.013264816254377365,False,0,0,0,0,0,0,0,empty
07605d36c.jpg,candidates,0.0,0.0030975341796875,0.0,6,234.69850001856685,0.9969334602355957,True,18,5,3,3,0,3,3,ships
076a91663.jpg,candidates,0.0,0.002144707573784722,0.0,13,181.84169998858124,0.9386839270591736,True,0,1,0,1,0,1,1,ships
077f24a16.jpg,candidates,0.17263624403211805,0.0,0.0,24,169.30309997405857,0.5020111799240112,True,4,2,1,2,0,2,3,ships
07a03de23.jpg,candidates,0.0,0.013114081488715278,0.060358683268229164,42,194.36009996570647,0.9985621571540833,True,8,0,2,0,2,0,2,ships
07ae92b4f.jpg,candidates,0.0,0.0032331678602430555,0.0,6,193.87159997131675,0.6871499419212341,True,0,1,0,1,0,1,1,ships
07bb53be1.jpg,candidates,0.0,0.0,0.0,3,196.298599941656,0.38644400238990784,True,0,1,0,1,0,1,1,ships
07ec57541.jpg,land_coast,0.0,0.23529561360677084,0.0,65,215.68790008313954,0.9465361833572388,True,0,3,0,1,0,0,1,coast
07f567c9d.jpg,empty_sea,0.0,0.11534288194444445,0.0,0,203.16779997665435,0.6598832011222839,True,0,0,0,0,0,0,1,ships
07f7c9615.jpg,candidates,0.007554796006944444,0.03242423566665923,0.04841163786818627,34,224.7047999408096,0.9452323317527771,True,6,7,0,1,0,0,3,ships
07fbf1523.jpg,candidates,0.0,0.006011962890625,0.0,20,164.3119000364095,0.8225708603858948,True,0,1,0,1,0,1,1,ships
08008bee4.jpg,candidates,0.0,0.0,0.030602349175347224,48,207.52990001346916,0.8501242399215698,True,0,11,0,7,0,6,3,ships
080334c8e.jpg,land_coast,0.017189873589409724,0.271816020301496,0.10666634199115375,22,201.7685999162495,0.9357534646987915,True,8,3,0,2,0,2,3,coast
0804e3632.jpg,candidates,0.0,0.0024566650390625,0.0,10,191.75589992664754,0.9996358156204224,True,1,4,0,4,0,4,4,ships
080cf3003.jpg,candidates,0.0,0.00017123752170138888,0.0,9,171.96690000128,0.8684995770454407,True,0,1,0,1,0,1,1,ships
080fc5847.jpg,land_coast,0.0,0.1446041531032986,0.0,2,186.2577999709174,0.6169009208679199,True,1,4,0,0,0,0,1,coast
08199c617.jpg,candidates,0.0,0.002288818359375,0.0,9,165.37409997545183,0.727296769618988,True,0,1,0,1,0,1,1,ships
081b7aa66.jpg,candidates,0.0,0.00025770399305555556,0.0,14,153.80149998236448,0.036843106150627136,False,0,0,0,0,0,0,0,empty
08203d2af.jpg,candidates,0.0,0.0009104410807291666,0.0,3,139.1057000728324,0.9387610554695129,True,0,1,0,1,0,1,1,ships
08218d8a0.jpg,land_coast,0.0,0.003857082790798611,0.2710689968532986,70,154.03159998822957,0.8704771399497986,True,0,2,0,1,0,1,1,coast
08372c55f.jpg,candidates,0.0,7.62939453125e-05,0.0,1,118.49039990920573,0.6898268461227417,True,0,3,0,1,0,0,1,ships
083a42e6d.jpg,land_coast,0.0,0.3009236653645833,0.0,0,167.36990003846586,0.146245077252388,True,0,3,0,0,0,0,1,coast
083c79cf2.jpg,candidates,0.0,7.798936631944444e-05,0.0,1,159.2283999780193,0.578581690788269,True,0,1,0,1,0,1,1,ships
084501564.jpg,land_coast,0.0,0.21837022569444445,0.0,19,229.76550005842,0.06524333357810974,False,1,0,0,0,0,0,0,coast
0845c0106.jpg,candidates,0.0,0.0037553575303819445,0.0,15,158.24259992223233,0.730685293674469,True,1,2,0,2,0,2,2,ships
0846c1f88.jpg,land_coast,0.01263427734375,9.334630962279448e-05,0.13811450826374136,22,208.93730001989752,0.016385847702622414,False,0,0,0,0,0,0,0,coast
08606a74e.jpg,candidates,0.0,0.0029008653428819445,0.0,12,239.7038999479264,0.9858223795890808,True,0,3,0,2,0,2,3,ships
086307a36.jpg,candidates,0.0,0.0,0.0,2,159.3099000165239,0.5124329328536987,True,0,4,0,0,0,0,1,ships
0864ffd70.jpg,candidates,0.0,0.004750569661458333,0.0,18,152.7644000016153,0.9585617780685425,True,1,1,0,1,0,1,1,ships
08692dd80.jpg,land_coast,0.0,0.1873440212673611,0.016949123806423612,31,156.48590005002916,0.4876411557197571,True,9,1,1,1,0,1,1,coast
087072320.jpg,candidates,0.0,0.041525946723090276,0.0,12,165.48089997377247,0.5050137639045715,True,0,1,0,1,0,1,1,ships
0878ba05f.jpg,candidates,0.0,0.0004831949869791667,0.0,4,248.79199999850243,0.7839732766151428,True,0,1,0,1,0,1,1,ships
0878ca34d.jpg,land_coast,0.7377115885416666,0.21359240113948272,0.0,2,244.9441000353545,0.5860176086425781,True,5,3,0,0,0,0,2,coast
0884a8c44.jpg,land_coast,0.0,0.1309017605251736,0.0,84,286.89300001133233,0.7478476166725159,True,6,2,0,0,0,0,1,coast
0884ca333.jpg,candidates,0.0,0.0014360215928819445,0.0,4,178.79560007713735,0.9917678833007812,True,0,3,0,2,0,1,2,ships
0890f05fd.jpg,land_coast,0.0,0.2530975341796875,0.0,0,210.65050002653152,0.19063739478588104,True,0,0,0,0,0,0,0,coast
089f21dd9.jpg,land_coast,0.0,0.2938215467664931,0.0,1,240.41420000139624,0.9565963745117188,True,0,7,0,3,0,2,3,coast
08a878518.jpg,candidates,0.0,0.0023515489366319445,0.0,3,249.55760000739247,0.9821316003799438,True,0,7,0,4,0,1,2,ships
08bec270e.jpg,land_coast,0.0,0.23808119032118055,0.0,1,204.31309996638447,0.0861039012670517,False,0,0,0,0,0,0,0,coast
08c1142b9.jpg,candidates,0.0,0.0018463134765625,0.0,2,180.50580006092787,0.8895766139030457,True,3,2,1,1,0,0,1,ships
08d2cef6f.jpg,candidates,0.0,0.006471421983506944,0.0,3,235.5100999120623,0.9121230840682983,True,0,1,0,1,0,1,1,ships
08f71ff06.jpg,candidates,0.0,0.0036451551649305555,0.0,25,236.2794999498874,0.9820881485939026,True,1,1,0,1,0,1,1,ships
090c44412.jpg,land_coast,0.0,0.016715155707465276,0.13306681315104166,85,227.33260004315525,0.07706336677074432,False,0,0,0,0,0,0,0,coast
0912360a7.jpg,empty_sea,0.0,0.003116183810763889,0.0,0,271.3469999143854,0.09197498112916946,False,0,0,0,0,0,0,0,empty
0914f3874.jpg,candidates,0.0,0.002880520290798611,0.0,12,265.2627999195829,0.999671459197998,True,0,13,0,9,0,7,9,ships
0919e159e.jpg,land_coast,0.10314263237847222,0.005452440455136717,0.2823788180129614,48,256.6250000381842,0.7351077198982239,True,0,0,0,0,0,0,1,coast
094f143b7.jpg,candidates,0.0,4.916720920138889e-05,0.0,2,195.73340006172657,0.6763598918914795,True,0,1,0,1,0,1,1,ships
09525b367.jpg,land_coast,0.015489366319444444,0.0009673929626496165,0.23722625206307818,50,217.11209998466074,0.00764207961037755,False,0,0,0,0,0,0,0,coast
0957ff5f9.jpg,candidates,0.0,0.006212022569444444,0.0,50,176.0151000926271,0.16343557834625244,True,2,0,0,0,0,0,0,empty
0967e5ea0.jpg,land_coast,0.0,0.20638529459635416,0.0,19,172.66030004248023,0.268934965133667,True,2,2,0,1,0,0,1,coast
096f867ec.jpg,land_coast,0.0,0.3046485053168403,0.0,12,145.42559999972582,0.8027414679527283,True,0,2,0,2,0,2,2,coast
097293761.jpg,candidates,0.0,0.0016937255859375,0.0,1,197.81839998904616,0.9733909368515015,True,1,5,0,4,0,3,3,ships
0974c9772.jpg,candidates,0.0,0.00010511610243055556,0.0,1,187.22339998930693,0.3913980722427368,True,2,2,0,2,0,0,1,ships
09c49fb3d.jpg,candidates,0.0,0.00022718641493055556,0.0,7,158.36280002258718,0.7738934755325317,True,1,0,1,0,1,0,0,empty
