image,quality,bytes,psnr_db,ships,found,n_pred
44aa7e83a.jpg,original,368638,inf,2,1,1
44aa7e83a.jpg,q60,128016,27.353516852580984,2,1,1
44aa7e83a.jpg,q40,100454,25.605420959551417,2,1,2
44aa7e83a.jpg,q30,84166,24.978113452736142,2,1,1
44aa7e83a.jpg,q20,61023,23.98814121121283,2,1,1
452350dfd.jpg,original,149126,inf,2,1,3
452350dfd.jpg,q60,53252,39.40009928773648,2,1,3
452350dfd.jpg,q40,41397,37.14815058889133,2,1,3
452350dfd.jpg,q30,34581,35.787955830354136,2,1,3
452350dfd.jpg,q20,24492,33.92080246351655,2,2,3
458aba0b4.jpg,original,331117,inf,1,0,0
458aba0b4.jpg,q60,104951,27.713764210145527,1,0,1
458aba0b4.jpg,q40,80652,26.383413260753677,1,0,1
458aba0b4.jpg,q30,66642,25.86737398933872,1,1,1
458aba0b4.jpg,q20,46113,25.111865148392084,1,0,1
459de5394.jpg,original,109671,inf,1,1,1
459de5394.jpg,q60,32092,41.20958856884049,1,1,1
459de5394.jpg,q40,21938,39.63353097969743,1,1,1
459de5394.jpg,q30,17672,38.21334959894978,1,1,1
459de5394.jpg,q20,13892,36.15836487432768,1,1,1
45a321911.jpg,original,228278,inf,0,0,0
45a321911.jpg,q60,88191,36.45520868705674,0,0,0
45a321911.jpg,q40,71340,34.294313399429505,0,0,0
45a321911.jpg,q30,62522,33.096611995129706,0,0,0
45a321911.jpg,q20,48902,30.96411792372247,0,0,0
45fe47755.jpg,original,145624,inf,10,7,9
45fe47755.jpg,q60,50349,39.84890555625244,10,6,8
45fe47755.jpg,q40,39752,37.45769480875726,10,5,6
45fe47755.jpg,q30,33012,36.34767580458943,10,3,5
45fe47755.jpg,q20,22999,34.11129613872927,10,5,7
47aecfd34.jpg,original,259078,inf,4,4,5
47aecfd34.jpg,q60,102110,35.19510973605948,4,4,5
47aecfd34.jpg,q40,82692,33.07325723953986,4,4,4
47aecfd34.jpg,q30,72956,31.906242530506013,4,4,5
47aecfd34.jpg,q20,57612,29.944373816150907,4,3,3
48bcbbac2.jpg,original,263989,inf,1,0,0
48bcbbac2.jpg,q60,92323,32.64775817493765,1,0,0
48bcbbac2.jpg,q40,72919,30.94495144992603,1,0,0
48bcbbac2.jpg,q30,61933,30.089366532433903,1,0,0
48bcbbac2.jpg,q20,45650,28.650554660893995,1,0,0
49c087fe9.jpg,original,170056,inf,5,4,5
49c087fe9.jpg,q60,63126,38.73378800689003,5,3,3
49c087fe9.jpg,q40,50744,36.48466565933361,5,4,5
49c087fe9.jpg,q30,43787,35.20098029444004,5,2,2
49c087fe9.jpg,q20,32981,32.90056350803256,5,2,2
4aa0dc3d9.jpg,original,325087,inf,1,1,1
4aa0dc3d9.jpg,q60,105988,28.338592120224135,1,1,1
4aa0dc3d9.jpg,q40,83248,26.9001847426485,1,1,3
4aa0dc3d9.jpg,q30,68716,26.3174431891065,1,1,4
4aa0dc3d9.jpg,q20,47924,25.327905711811635,1,1,2
4d42dee53.jpg,original,313113,inf,2,2,3
4d42dee53.jpg,q60,124573,33.142190678121544,2,2,3
4d42dee53.jpg,q40,100450,31.095626367421822,2,2,3
4d42dee53.jpg,q30,88264,30.068994626600634,2,1,2
4d42dee53.jpg,q20,70896,28.32700387042712,2,1,2
4d70f9947.jpg,original,196461,inf,1,1,1
4d70f9947.jpg,q60,73222,37.585224894959815,1,1,1
4d70f9947.jpg,q40,59219,35.610296331753204,1,1,1
4d70f9947.jpg,q30,51377,33.882794510941864,1,1,1
4d70f9947.jpg,q20,39552,32.052777314966846,1,1,1
4dc0c6800.jpg,original,191150,inf,1,1,2
4dc0c6800.jpg,q60,74422,38.5643003512876,1,1,2
4dc0c6800.jpg,q40,60324,36.07356786357609,1,1,2
4dc0c6800.jpg,q30,53292,34.806066050739666,1,1,2
4dc0c6800.jpg,q20,40818,31.79609011420618,1,1,1
4f6881caa.jpg,original,197377,inf,2,2,3
4f6881caa.jpg,q60,75844,37.572466303593814,2,2,3
4f6881caa.jpg,q40,60840,35.323535926483196,2,2,3
4f6881caa.jpg,q30,52720,34.12136187528744,2,2,2
4f6881caa.jpg,q20,41415,32.10572407542236,2,2,2
4fc021083.jpg,original,226002,inf,3,3,3
4fc021083.jpg,q60,87984,36.45053747438311,3,3,3
4fc021083.jpg,q40,71228,34.334144549869265,3,3,3
4fc021083.jpg,q30,62721,33.06410092648759,3,3,4
4fc021083.jpg,q20,48962,31.048983076225095,3,3,4
501446101.jpg,original,382608,inf,1,1,1
501446101.jpg,q60,136007,27.217579530730237,1,1,1
501446101.jpg,q40,106937,25.321049014151807,1,1,1
501446101.jpg,q30,89914,24.613151481067817,1,1,1
501446101.jpg,q20,64910,23.532236992828935,1,1,1
50f2d35e7.jpg,original,209726,inf,6,6,6
50f2d35e7.jpg,q60,81362,37.3785115697189,6,6,6
50f2d35e7.jpg,q40,65923,35.20048226764065,6,6,6
50f2d35e7.jpg,q30,58104,33.97584225211799,6,6,6
50f2d35e7.jpg,q20,45243,31.906630520815455,6,6,6
51c5269d8.jpg,original,209415,inf,0,0,0
51c5269d8.jpg,q60,78409,36.91294794526389,0,0,0
51c5269d8.jpg,q40,61775,34.87701617903935,0,0,0
51c5269d8.jpg,q30,53007,33.79305887614698,0,0,0
51c5269d8.jpg,q20,41653,31.674371230982324,0,0,0
5257540c4.jpg,original,195514,inf,1,0,1
5257540c4.jpg,q60,72585,37.62333992530837,1,0,1
5257540c4.jpg,q40,58583,35.4550669930038,1,0,1
5257540c4.jpg,q30,50482,34.36761329832572,1,0,1
5257540c4.jpg,q20,38627,32.138655871293814,1,0,1
52b8a6b7b.jpg,original,304405,inf,2,2,2
52b8a6b7b.jpg,q60,120468,33.40366682557561,2,2,2
52b8a6b7b.jpg,q40,97241,31.466374715846538,2,2,2
52b8a6b7b.jpg,q30,85394,30.45563881038417,2,2,2
52b8a6b7b.jpg,q20,68607,28.68974084892234,2,2,3
5479776f5.jpg,original,310008,inf,2,1,2
5479776f5.jpg,q60,122667,33.14651421131103,2,1,2
5479776f5.jpg,q40,98853,31.209154841469978,2,1,1
5479776f5.jpg,q30,86506,30.192156308138983,2,1,1
5479776f5.jpg,q20,69411,28.472893630116033,2,1,1
550e65871.jpg,original,282370,inf,3,3,3
550e65871.jpg,q60,94236,31.24150327025938,3,3,3
550e65871.jpg,q40,74393,29.90646262350232,3,3,3
550e65871.jpg,q30,62748,29.18877150778514,3,3,3
550e65871.jpg,q20,46376,27.9949905275674,3,3,3
57da7c3ba.jpg,original,177662,inf,1,0,0
57da7c3ba.jpg,q60,67083,39.11417941474468,1,1,1
57da7c3ba.jpg,q40,55153,37.06382614078075,1,1,1
57da7c3ba.jpg,q30,48170,35.10994955051737,1,1,1
57da7c3ba.jpg,q20,37055,33.15732082857162,1,1,1
580460a3c.jpg,original,133708,inf,1,1,1
580460a3c.jpg,q60,43581,39.85177547123472,1,1,1
580460a3c.jpg,q40,33364,37.76083428503829,1,1,1
580460a3c.jpg,q30,26738,36.73784982158367,1,1,1
580460a3c.jpg,q20,18954,34.605980545590384,1,1,1
58f8fb3e8.jpg,original,133520,inf,1,1,1
58f8fb3e8.jpg,q60,44984,40.32924105012894,1,1,1
58f8fb3e8.jpg,q40,35045,38.01354782704612,1,1,1
58f8fb3e8.jpg,q30,29282,36.51344290946249,1,1,1
58f8fb3e8.jpg,q20,20354,34.74886334826001,1,1,1
596092e66.jpg,original,289497,inf,1,0,4
596092e66.jpg,q60,103657,31.66263635398254,1,0,4
596092e66.jpg,q40,82345,29.90828906606463,1,0,4
596092e66.jpg,q30,70965,29.04336567560116,1,0,1
596092e66.jpg,q20,53548,27.6987983506425,1,0,0
5aaccbeb9.jpg,original,204582,inf,1,0,1
5aaccbeb9.jpg,q60,79220,37.49226381105619,1,0,1
5aaccbeb9.jpg,q40,64380,35.44739471562067,1,0,2
5aaccbeb9.jpg,q30,56765,33.94446333439328,1,0,1
5aaccbeb9.jpg,q20,43871,31.929136855767695,1,0,1
5b8d4908d.jpg,original,173793,inf,2,2,2
5b8d4908d.jpg,q60,65522,38.72915366174154,2,2,2
5b8d4908d.jpg,q40,52533,36.53840019354659,2,1,1
5b8d4908d.jpg,q30,45761,35.16716922848381,2,0,1
5b8d4908d.jpg,q20,35218,33.080051553309055,2,1,1
5ba9557ef.jpg,original,219269,inf,15,1,1
5ba9557ef.jpg,q60,84656,36.481753566233095,15,1,1
5ba9557ef.jpg,q40,67757,34.27267258109934,15,1,1
5ba9557ef.jpg,q30,58607,33.02553166443722,15,1,1
5ba9557ef.jpg,q20,45686,31.148290563271672,15,0,0
5bdbe7e78.jpg,original,194407,inf,0,0,0
5bdbe7e78.jpg,q60,75038,38.08901903725118,0,0,0
5bdbe7e78.jpg,q40,60661,35.90774131303676,0,0,0
5bdbe7e78.jpg,q30,53743,34.424796864782394,0,0,0
5bdbe7e78.jpg,q20,41546,31.997718247797838,0,0,0
5daf1913c.jpg,original,125408,inf,0,0,0
5daf1913c.jpg,q60,43275,40.902366661188765,0,0,0
5daf1913c.jpg,q40,34706,39.1106066322906,0,0,0
5daf1913c.jpg,q30,29522,37.688581183757485,0,0,0
5daf1913c.jpg,q20,22258,35.36599464947037,0,0,0
5dd4c8fcc.jpg,original,262784,inf,0,0,0
5dd4c8fcc.jpg,q60,102403,34.789286162500844,0,0,0
5dd4c8fcc.jpg,q40,82773,32.75135591610815,0,0,0
5dd4c8fcc.jpg,q30,72642,31.69543345801939,0,0,0
5dd4c8fcc.jpg,q20,57474,29.89485081631458,0,0,0
5e4b96122.jpg,original,355676,inf,1,1,1
5e4b96122.jpg,q60,123458,27.828645659428965,1,1,1
5e4b96122.jpg,q40,96962,26.05764036609716,1,1,1
5e4b96122.jpg,q30,81017,25.403280335920616,1,1,1
5e4b96122.jpg,q20,58170,24.274031808607013,1,1,1
5e57020b7.jpg,original,201334,inf,0,0,0
5e57020b7.jpg,q60,76820,38.05552204984415,0,0,0
5e57020b7.jpg,q40,62555,35.91652307998157,0,0,0
5e57020b7.jpg,q30,54757,34.5405908704348,0,0,0
5e57020b7.jpg,q20,42902,31.85581061284249,0,0,0
6084eb347.jpg,original,153855,inf,6,6,8
6084eb347.jpg,q60,53585,39.41034710433881,6,6,8
6084eb347.jpg,q40,41872,37.247809117589775,6,6,8
6084eb347.jpg,q30,35031,35.97785139784096,6,6,8
6084eb347.jpg,q20,25320,33.907809513584695,6,3,5
60fca886c.jpg,original,212669,inf,1,1,2
60fca886c.jpg,q60,82096,37.486904477499834,1,1,1
60fca886c.jpg,q40,67064,35.40984379893897,1,1,1
60fca886c.jpg,q30,58693,34.316027312844646,1,1,1
60fca886c.jpg,q20,46123,32.10063886659973,1,1,2
6109bea53.jpg,original,297640,inf,1,1,1
6109bea53.jpg,q60,116812,33.380750378919274,1,1,1
6109bea53.jpg,q40,93384,31.471740068720937,1,1,1
6109bea53.jpg,q30,81193,30.401017746440353,1,1,1
6109bea53.jpg,q20,64748,28.684917675372972,1,1,2
612475f72.jpg,original,190792,inf,0,0,0
612475f72.jpg,q60,73236,38.76160248450545,0,0,0
612475f72.jpg,q40,59525,36.31635054843199,0,0,0
612475f72.jpg,q30,52076,35.09619912398484,0,0,0
612475f72.jpg,q20,39928,32.03070844800564,0,0,0
61dc82daf.jpg,original,210706,inf,1,1,1
61dc82daf.jpg,q60,81716,37.4704100279548,1,1,1
61dc82daf.jpg,q40,66440,35.21382193661867,1,1,1
61dc82daf.jpg,q30,58396,34.02635142828618,1,1,1
61dc82daf.jpg,q20,45221,31.4884336185292,1,1,1
624499178.jpg,original,304064,inf,9,0,4
624499178.jpg,q60,105542,30.079269020222583,9,0,4
624499178.jpg,q40,83806,28.378437149839698,9,0,4
624499178.jpg,q30,71103,27.639150008460994,9,0,3
624499178.jpg,q20,52292,26.44864100352873,9,0,3
62dc7c9bc.jpg,original,202094,inf,7,2,2
62dc7c9bc.jpg,q60,77851,37.38813161938408,7,2,2
62dc7c9bc.jpg,q40,62641,35.13046890997479,7,2,2
62dc7c9bc.jpg,q30,54342,33.88882927671492,7,2,2
62dc7c9bc.jpg,q20,42385,31.81553492890687,7,2,2
644426a8d.jpg,original,339258,inf,0,0,0
644426a8d.jpg,q60,134786,32.38281200140872,0,0,0
644426a8d.jpg,q40,108991,30.43139089756416,0,0,0
644426a8d.jpg,q30,95815,29.434321314596513,0,0,0
644426a8d.jpg,q20,77222,27.781024102522025,0,0,0
649bc21de.jpg,original,157393,inf,1,0,0
649bc21de.jpg,q60,60014,39.774093961401924,1,0,0
649bc21de.jpg,q40,48779,37.43072386422322,1,0,0
649bc21de.jpg,q30,42423,36.195121755058054,1,0,0
649bc21de.jpg,q20,32349,33.64483612417731,1,0,0
64c745c64.jpg,original,124774,inf,0,0,0
64c745c64.jpg,q60,40829,40.41837647354265,0,0,0
64c745c64.jpg,q40,31829,38.523038045857184,0,0,0
64c745c64.jpg,q30,25987,37.42794850727106,0,0,0
64c745c64.jpg,q20,17596,35.43043410150105,0,0,0
66533ee72.jpg,original,253105,inf,1,1,1
66533ee72.jpg,q60,98401,35.148800806477055,1,1,1
66533ee72.jpg,q40,79695,33.14248686302351,1,1,1
66533ee72.jpg,q30,70103,32.1012383555284,1,1,1
66533ee72.jpg,q20,55832,30.214677187570196,1,1,1
665dd4cd2.jpg,original,216435,inf,2,2,2
665dd4cd2.jpg,q60,82235,36.67433526124736,2,2,2
665dd4cd2.jpg,q40,66135,34.66822668564286,2,2,2
665dd4cd2.jpg,q30,57234,33.48806370665233,2,2,2
665dd4cd2.jpg,q20,44989,31.35529868590556,2,2,2
66c7c3361.jpg,original,273941,inf,4,3,3
66c7c3361.jpg,q60,105422,34.55634150809336,4,3,3
66c7c3361.jpg,q40,84778,32.61132405186969,4,3,3
66c7c3361.jpg,q30,74332,31.53483397111522,4,3,3
66c7c3361.jpg,q20,59536,29.73617204087216,4,3,3
67577cbaf.jpg,original,145932,inf,5,4,6
67577cbaf.jpg,q60,48751,39.63627067626482,5,4,6
67577cbaf.jpg,q40,36281,37.60890540123141,5,4,6
67577cbaf.jpg,q30,29804,36.39701998696549,5,4,6
67577cbaf.jpg,q20,21626,34.408588683207995,5,2,3
67d0991d8.jpg,original,378933,inf,1,0,0
67d0991d8.jpg,q60,133384,27.247175012086036,1,0,0
67d0991d8.jpg,q40,104724,25.42357185081244,1,0,0
67d0991d8.jpg,q30,88138,24.757503847357782,1,0,0
67d0991d8.jpg,q20,63954,23.712189774768305,1,0,0
682897b9d.jpg,original,257169,inf,1,1,1
682897b9d.jpg,q60,100948,35.21500158499539,1,1,1
682897b9d.jpg,q40,81542,33.10712586744665,1,1,1
682897b9d.jpg,q30,71335,31.980388695240425,1,1,1
682897b9d.jpg,q20,56538,29.98025215987631,1,1,1
692db5693.jpg,original,220404,inf,1,1,1
692db5693.jpg,q60,84892,36.60328325335915,1,1,1
692db5693.jpg,q40,68385,34.4635379033593,1,1,1
692db5693.jpg,q30,59314,33.37760641433941,1,1,1
692db5693.jpg,q20,47389,31.47608115911251,1,1,1
69de5849b.jpg,original,213113,inf,2,2,2
69de5849b.jpg,q60,84216,37.13332137273811,2,2,2
69de5849b.jpg,q40,68533,35.13233929043945,2,2,2
69de5849b.jpg,q30,60743,33.60512945636114,2,2,2
69de5849b.jpg,q20,47548,31.89878454146854,2,2,2
6a75ef9a7.jpg,original,265238,inf,1,1,1
6a75ef9a7.jpg,q60,105666,35.13754733142817,1,1,1
6a75ef9a7.jpg,q40,86621,33.164831480694545,1,1,1
6a75ef9a7.jpg,q30,76499,32.080746845532644,1,1,1
6a75ef9a7.jpg,q20,61447,29.928182005441958,1,1,1
6bdf830e9.jpg,original,242771,inf,2,2,3
6bdf830e9.jpg,q60,81882,32.48980545106684,2,2,2
6bdf830e9.jpg,q40,62570,30.768476840023045,2,1,2
6bdf830e9.jpg,q30,52569,30.00609957447034,2,1,2
6bdf830e9.jpg,q20,39077,28.71166470617449,2,1,2
6bfed7f3a.jpg,original,232587,inf,1,1,2
6bfed7f3a.jpg,q60,74229,32.38010330087336,1,1,2
6bfed7f3a.jpg,q40,58109,30.88278023264397,1,1,1
6bfed7f3a.jpg,q30,47406,30.16059804905097,1,1,1
6bfed7f3a.jpg,q20,32310,29.034380907317075,1,0,0
6cc0bc1e3.jpg,original,226582,inf,1,1,1
6cc0bc1e3.jpg,q60,86271,35.40130299867782,1,1,1
6cc0bc1e3.jpg,q40,68711,33.39293334940931,1,1,1
6cc0bc1e3.jpg,q30,59320,32.29335602127661,1,1,1
6cc0bc1e3.jpg,q20,46616,30.39498076822255,1,1,1
6cd7b2641.jpg,original,206071,inf,1,0,0
6cd7b2641.jpg,q60,78111,37.68391231918181,1,0,0
6cd7b2641.jpg,q40,63717,35.675072750485896,1,0,0
6cd7b2641.jpg,q30,55630,34.24345608809907,1,0,0
6cd7b2641.jpg,q20,44045,32.57246919064616,1,0,0
6d0d66434.jpg,original,157198,inf,1,1,2
6d0d66434.jpg,q60,47455,35.01210010526497,1,1,3
6d0d66434.jpg,q40,37404,33.19887855739293,1,1,3
6d0d66434.jpg,q30,32647,32.436833516497735,1,1,2
6d0d66434.jpg,q20,25627,30.915758370017258,1,1,1
6d5ea41a0.jpg,original,212314,inf,1,1,1
6d5ea41a0.jpg,q60,82086,37.0532792249124,1,1,1
6d5ea41a0.jpg,q40,66542,34.935899202676886,1,1,1
6d5ea41a0.jpg,q30,58584,33.529366378931854,1,1,1
6d5ea41a0.jpg,q20,45293,31.551142888712413,1,1,1
6d80383eb.jpg,original,228128,inf,3,2,2
6d80383eb.jpg,q60,88493,36.35764249444865,3,2,2
6d80383eb.jpg,q40,71871,34.24976535013879,3,2,2
6d80383eb.jpg,q30,62646,32.95823695693117,3,2,2
6d80383eb.jpg,q20,49286,31.020256508820854,3,2,3
6dd0d5329.jpg,original,203507,inf,2,0,0
6dd0d5329.jpg,q60,78308,37.42565897245436,2,0,0
6dd0d5329.jpg,q40,63543,35.28195696898758,2,0,0
6dd0d5329.jpg,q30,55970,34.13092819873509,2,0,0
6dd0d5329.jpg,q20,43197,32.01376615076346,2,0,0
6de40f536.jpg,original,190856,inf,0,0,0
6de40f536.jpg,q60,73105,38.41812245572286,0,0,0
6de40f536.jpg,q40,59542,36.11024279032906,0,0,0
6de40f536.jpg,q30,52030,34.69869448648066,0,0,0
6de40f536.jpg,q20,39877,32.287660029743634,0,0,0
6e82bb580.jpg,original,236211,inf,0,0,0
6e82bb580.jpg,q60,93283,36.513668188112696,0,0,0
6e82bb580.jpg,q40,75841,34.36954547677606,0,0,0
6e82bb580.jpg,q30,66630,33.064500909071846,0,0,0
6e82bb580.jpg,q20,52917,31.052085171506324,0,0,0
6f2ab42b6.jpg,original,297342,inf,1,0,0
6f2ab42b6.jpg,q60,120040,34.11268784413798,1,0,0
6f2ab42b6.jpg,q40,98109,32.190973692811376,1,0,0
6f2ab42b6.jpg,q30,86451,31.17954705485807,1,0,0
6f2ab42b6.jpg,q20,69775,29.396200150000066,1,0,0
6fa13f6de.jpg,original,190229,inf,2,0,0
6fa13f6de.jpg,q60,72995,38.073988738760754,2,0,0
6fa13f6de.jpg,q40,59071,35.93787907933847,2,0,0
6fa13f6de.jpg,q30,51632,34.56577443164089,2,0,0
6fa13f6de.jpg,q20,39706,32.279488078498005,2,0,0
7478f46e9.jpg,original,202466,inf,1,0,0
7478f46e9.jpg,q60,77662,37.502476694415726,1,0,0
7478f46e9.jpg,q40,63107,35.3874414402062,1,0,0
7478f46e9.jpg,q30,55611,34.248745264236284,1,0,0
7478f46e9.jpg,q20,42766,32.17142587603438,1,0,0
74e975b02.jpg,original,247730,inf,1,1,1
74e975b02.jpg,q60,96839,35.69100196268973,1,1,1
74e975b02.jpg,q40,78658,33.75336765298836,1,1,1
74e975b02.jpg,q30,69388,32.6770327033288,1,1,1
74e975b02.jpg,q20,55135,30.639760754893913,1,1,1
7534e60ca.jpg,original,186446,inf,1,1,1
7534e60ca.jpg,q60,70599,37.92995882014107,1,1,1
7534e60ca.jpg,q40,57119,35.9484731896689,1,1,1
7534e60ca.jpg,q30,50110,34.34663665372479,1,1,1
7534e60ca.jpg,q20,37996,32.253307516533816,1,1,1
7540ceeac.jpg,original,389847,inf,1,0,0
7540ceeac.jpg,q60,145823,26.643742714267233,1,0,0
7540ceeac.jpg,q40,112542,24.194111023159472,1,0,0
7540ceeac.jpg,q30,97717,23.309706392323612,1,0,0
7540ceeac.jpg,q20,69332,21.897712048348307,1,0,0
7591b11a0.jpg,original,276190,inf,5,3,4
7591b11a0.jpg,q60,95830,31.905711156537212,5,3,4
7591b11a0.jpg,q40,74210,30.290605397875385,5,3,5
7591b11a0.jpg,q30,62577,29.440336938689708,5,3,4
7591b11a0.jpg,q20,45848,28.10024067060514,5,3,4
762874df7.jpg,original,188064,inf,0,0,0
762874df7.jpg,q60,70296,38.32611463074949,0,0,0
762874df7.jpg,q40,57652,36.443284942930134,0,0,0
762874df7.jpg,q30,50158,34.940093139864445,0,0,0
762874df7.jpg,q20,38969,32.82787766969572,0,0,0
7715a2fe3.jpg,original,123085,inf,0,0,0
7715a2fe3.jpg,q60,37808,40.61714321588293,0,0,0
7715a2fe3.jpg,q40,26762,38.75722160574166,0,0,0
7715a2fe3.jpg,q30,21387,37.9215144365746,0,0,0
7715a2fe3.jpg,q20,15650,35.0180421588239,0,0,0
777b1a4a2.jpg,original,184752,inf,0,0,0
777b1a4a2.jpg,q60,69442,38.600220633511704,0,0,0
777b1a4a2.jpg,q40,56260,36.46718784825484,0,0,0
777b1a4a2.jpg,q30,48897,34.872591279146015,0,0,0
777b1a4a2.jpg,q20,37098,32.665348623189736,0,0,0
77e8c8938.jpg,original,299397,inf,3,2,6
77e8c8938.jpg,q60,107622,30.52840805976921,3,2,7
77e8c8938.jpg,q40,85295,28.73066810863806,3,2,5
77e8c8938.jpg,q30,73155,27.915202825026245,3,2,5
77e8c8938.jpg,q20,55288,26.614462849760137,3,2,6
78d8769c3.jpg,original,208500,inf,1,1,1
78d8769c3.jpg,q60,81682,37.503537223337055,1,1,1
78d8769c3.jpg,q40,66437,35.3527457438591,1,1,1
78d8769c3.jpg,q30,58844,33.93721795706842,1,1,1
78d8769c3.jpg,q20,45813,32.057397810678054,1,1,1
790babfb2.jpg,original,357557,inf,1,0,0
790babfb2.jpg,q60,120541,27.527607824687095,1,0,0
790babfb2.jpg,q40,94195,26.003145659269848,1,0,0
790babfb2.jpg,q30,80277,25.419169150036836,1,0,0
790babfb2.jpg,q20,58437,24.528670897698696,1,0,0
79de961ca.jpg,original,232677,inf,1,1,1
79de961ca.jpg,q60,92027,36.42727007516191,1,1,1
79de961ca.jpg,q40,74970,34.35777048880494,1,1,1
79de961ca.jpg,q30,66168,33.07866067390388,1,1,1
79de961ca.jpg,q20,52286,31.20088546222938,1,1,1
79e96a7d6.jpg,original,211163,inf,0,0,0
79e96a7d6.jpg,q60,79479,36.82554066742664,0,0,0
79e96a7d6.jpg,q40,64022,34.7794474087955,0,0,0
79e96a7d6.jpg,q30,56326,33.17063485074065,0,0,0
79e96a7d6.jpg,q20,43095,31.525774861827145,0,0,0
7a16b9d82.jpg,original,256135,inf,1,1,1
7a16b9d82.jpg,q60,101166,35.65574667110988,1,1,1
7a16b9d82.jpg,q40,81641,33.69257297361276,1,1,1
7a16b9d82.jpg,q30,70985,32.39914824238144,1,1,1
7a16b9d82.jpg,q20,56511,30.593877364704184,1,1,1
7a33e8379.jpg,original,152831,inf,2,2,2
7a33e8379.jpg,q60,52641,39.080385694755634,2,2,2
7a33e8379.jpg,q40,41182,36.6950815419911,2,2,2
7a33e8379.jpg,q30,34055,35.62219300069357,2,2,2
7a33e8379.jpg,q20,25154,33.61831892772944,2,2,2
7a5383eb6.jpg,original,112815,inf,2,0,0
7a5383eb6.jpg,q60,34241,39.00796971564761,2,0,0
7a5383eb6.jpg,q40,27062,37.33060284330215,2,0,0
7a5383eb6.jpg,q30,23269,36.23162096712121,2,0,0
7a5383eb6.jpg,q20,18222,34.45973452084703,2,0,0
7af142518.jpg,original,257108,inf,1,0,0
7af142518.jpg,q60,103230,35.32696335442697,1,0,0
7af142518.jpg,q40,84354,33.26564358128233,1,0,0
7af142518.jpg,q30,74358,31.964874102641527,1,0,0
7af142518.jpg,q20,59188,30.164433405875258,1,0,0
7c9cac62a.jpg,original,205972,inf,1,0,0
7c9cac62a.jpg,q60,80255,37.12452751440677,1,0,0
7c9cac62a.jpg,q40,65359,34.96102300478067,1,0,0
7c9cac62a.jpg,q30,57170,33.64015616324717,1,0,0
7c9cac62a.jpg,q20,44408,31.435112755057503,1,0,0
815ddd80e.jpg,original,356122,inf,1,1,1
815ddd80e.jpg,q60,123919,27.850217509322363,1,1,1
815ddd80e.jpg,q40,97430,26.058864589050796,1,1,1
815ddd80e.jpg,q30,81393,25.382824912253838,1,1,1
815ddd80e.jpg,q20,58299,24.268371376783158,1,1,1
8181e0417.jpg,original,209056,inf,1,1,1
8181e0417.jpg,q60,80546,37.500454060121044,1,1,1
8181e0417.jpg,q40,65510,35.42999853612336,1,1,1
8181e0417.jpg,q30,57704,34.20415418982816,1,1,1
8181e0417.jpg,q20,44842,31.853048276426925,1,1,1
8214d47e2.jpg,original,221849,inf,1,1,1
8214d47e2.jpg,q60,85385,36.524656578327225,1,1,1
8214d47e2.jpg,q40,68744,34.409876970666396,1,1,1
8214d47e2.jpg,q30,59543,33.34059751800642,1,1,1
8214d47e2.jpg,q20,47722,31.37103549246357,1,0,0
82a698659.jpg,original,207305,inf,0,0,0
82a698659.jpg,q60,78677,37.469971976730044,0,0,0
82a698659.jpg,q40,63539,35.29679925455853,0,0,0
82a698659.jpg,q30,55199,34.22196910419502,0,0,0
82a698659.jpg,q20,43925,32.38489470588444,0,0,0
82e8cdaa5.jpg,original,178079,inf,1,1,1
82e8cdaa5.jpg,q60,67855,38.87368444258562,1,1,1
82e8cdaa5.jpg,q40,55016,36.64646908789536,1,1,1
82e8cdaa5.jpg,q30,48162,35.259954158418346,1,1,1
82e8cdaa5.jpg,q20,36958,32.73868960643518,1,1,1
83b872ea5.jpg,original,312963,inf,1,1,2
83b872ea5.jpg,q60,124676,33.21148984926999,1,1,2
83b872ea5.jpg,q40,100867,31.263736133798055,1,1,2
83b872ea5.jpg,q30,88692,30.263209877485796,1,1,2
83b872ea5.jpg,q20,71336,28.459048463000638,1,1,1
84714c017.jpg,original,251317,inf,1,0,2
84714c017.jpg,q60,98593,35.43487474777337,1,0,1
84714c017.jpg,q40,79821,33.353787321257606,1,0,2
84714c017.jpg,q30,70401,32.262616958654455,1,0,1
84714c017.jpg,q20,55951,30.230126220066502,1,0,2
847d6a872.jpg,original,101770,inf,2,2,9
847d6a872.jpg,q60,26871,38.32362560470335,2,2,9
847d6a872.jpg,q40,21890,36.71057850518244,2,2,8
847d6a872.jpg,q30,20275,35.68959265538898,2,2,11
847d6a872.jpg,q20,17596,34.12024624958862,2,2,9
853563069.jpg,original,185425,inf,0,0,0
853563069.jpg,q60,68755,37.96893632699156,0,0,0
853563069.jpg,q40,55098,35.755711551984525,0,0,0
853563069.jpg,q30,47353,34.57051329219435,0,0,0
853563069.jpg,q20,37204,32.63480519225971,0,0,0
8543e5205.jpg,original,188539,inf,1,0,0
8543e5205.jpg,q60,72646,38.536738573760026,1,0,0
8543e5205.jpg,q40,59192,36.24016556581567,1,0,1
8543e5205.jpg,q30,51464,34.93473970705058,1,0,0
8543e5205.jpg,q20,39801,32.30634550164818,1,0,0
86760f68d.jpg,original,266151,inf,1,1,2
86760f68d.jpg,q60,106008,35.07002805495767,1,1,2
86760f68d.jpg,q40,86490,33.04612587846764,1,0,2
86760f68d.jpg,q30,76147,31.931131572190075,1,0,2
