image,n_ships,n_found,n_candidates,context,dropped,runtime_ms
synthetic_00140,0,0,0,empty_sea,True,95.83730000304058
synthetic_00141,0,0,0,empty_sea,True,96.15300000587013
synthetic_00142,0,0,2,candidates,False,90.13759999652393
synthetic_00143,4,4,4,candidates,False,92.65099999902304
synthetic_00144,2,2,2,candidates,False,93.88200000103097
synthetic_00145,0,0,2,candidates,False,89.41960000083782
synthetic_00146,4,4,4,candidates,False,95.9106999944197
synthetic_00147,1,1,1,candidates,False,87.1437000023434
synthetic_00148,2,2,2,candidates,False,96.01899998961017
synthetic_00149,4,0,4,candidates,False,89.16850000969134
synthetic_00150,0,0,0,empty_sea,True,92.92049999930896
synthetic_00151,0,0,0,empty_sea,True,97.62400000181515
synthetic_00152,0,0,0,empty_sea,True,95.01710000040475
synthetic_00153,0,0,3,candidates,False,93.45299999404233
synthetic_00154,1,1,1,candidates,False,96.14340000553057
synthetic_00155,4,2,3,candidates,False,95.16509999230038
synthetic_00156,1,0,3,candidates,False,89.28290000767447
synthetic_00157,2,2,2,candidates,False,94.1752000071574
synthetic_00158,0,0,1,candidates,False,87.88529998855665
synthetic_00159,0,0,0,empty_sea,True,98.84530000272207
synthetic_00160,0,0,0,empty_sea,True,96.24959999928251
synthetic_00161,0,0,0,empty_sea,True,92.76250000402797
synthetic_00162,0,0,0,empty_sea,True,93.09100000245962
synthetic_00163,0,0,4,candidates,False,90.75649999431334
synthetic_00164,2,2,2,candidates,False,90.47979999741074
synthetic_00165,0,0,0,empty_sea,True,99.8496999964118
synthetic_00166,4,4,4,candidates,False,97.24149999965448
synthetic_00167,1,1,2,candidates,False,88.64979998907074
synthetic_00168,1,0,4,candidates,False,87.73440000368282
synthetic_00169,0,0,0,empty_sea,True,94.30279998923652
synthetic_00170,1,1,1,candidates,False,92.8074999974342
synthetic_00171,1,0,2,candidates,False,91.41880000242963
synthetic_00172,2,2,2,candidates,False,92.1822000091197
synthetic_00173,0,0,0,empty_sea,True,92.8797999949893
synthetic_00174,0,0,2,candidates,False,89.82680000190157
synthetic_00175,0,0,2,candidates,False,86.3489000039408
synthetic_00176,0,0,6,candidates,False,90.79890001157764
synthetic_00177,1,0,2,candidates,False,86.12690000154544
synthetic_00178,1,1,1,candidates,False,88.4920999960741
synthetic_00179,4,2,7,candidates,False,91.9043000030797
synthetic_00180,1,0,2,candidates,False,91.99820000503678
synthetic_00181,4,4,4,candidates,False,93.55279999726918
synthetic_00182,1,1,1,candidates,False,98.57339999871328
synthetic_00183,0,0,2,candidates,False,95.47869999369141
synthetic_00184,0,0,6,candidates,False,93.2557999913115
synthetic_00185,2,2,2,candidates,False,94.33190000709146
synthetic_00186,2,2,2,candidates,False,91.6599999909522
synthetic_00187,4,1,2,candidates,False,89.46410000498872
synthetic_00188,1,1,1,candidates,False,92.67280000494793
synthetic_00189,2,2,2,candidates,False,96.24300000723451
synthetic_00190,2,2,2,candidates,False,90.55979999538977
synthetic_00191,2,2,2,candidates,False,93.9829999988433
synthetic_00192,2,2,2,candidates,False,95.28680000221357
synthetic_00193,0,0,0,empty_sea,True,92.52720000222325
synthetic_00194,1,0,6,candidates,False,88.00719999999274
synthetic_00195,0,0,0,empty_sea,True,95.56870000960771
synthetic_00196,0,0,0,empty_sea,True,96.49239999998827
synthetic_00197,1,1,2,candidates,False,94.36049999203533
synthetic_00198,2,1,1,candidates,False,89.99009999388363
synthetic_00199,1,1,1,candidates,False,99.4873000017833
synthetic_00200,4,4,4,candidates,False,99.11270000156946
synthetic_00201,2,2,2,candidates,False,92.19750000920612
synthetic_00202,0,0,7,candidates,False,95.9090000105789
synthetic_00203,1,1,1,candidates,False,92.25190000142902
synthetic_00204,1,1,1,candidates,False,92.52910000213888
synthetic_00205,4,3,9,candidates,False,95.22030000516679
synthetic_00206,4,1,1,candidates,False,91.02520000305958
synthetic_00207,0,0,0,empty_sea,True,92.97430000151508
synthetic_00208,1,1,1,candidates,False,94.7232000035001
synthetic_00209,1,1,1,candidates,False,98.84960000636056
synthetic_00210,0,0,0,empty_sea,True,100.49110000545625
synthetic_00211,2,2,2,candidates,False,94.7158000053605
synthetic_00212,4,4,4,candidates,False,99.15860000182875
synthetic_00213,2,1,3,candidates,False,90.99510000669397
synthetic_00214,0,0,0,empty_sea,True,91.4753999968525
synthetic_00215,0,0,0,empty_sea,True,97.57059998810291
synthetic_00216,4,2,2,candidates,False,92.0207000017399
synthetic_00217,0,0,0,empty_sea,True,96.31140000419691
synthetic_00218,1,1,1,candidates,False,90.177499994752
synthetic_00219,0,0,3,candidates,False,89.64479999849573
synthetic_00220,4,0,1,candidates,False,91.08379999815952
synthetic_00221,0,0,0,empty_sea,True,93.03000000363681
synthetic_00222,1,1,1,candidates,False,92.43920000153594
synthetic_00223,0,0,0,empty_sea,True,92.54359999613371
synthetic_00224,0,0,5,candidates,False,92.06209999683779
synthetic_00225,2,2,7,candidates,False,89.28790000209119
synthetic_00226,4,4,4,candidates,False,91.78659999452066
synthetic_00227,0,0,0,empty_sea,True,92.85739999904763
synthetic_00228,0,0,7,candidates,False,92.42390000144951
synthetic_00229,0,0,0,empty_sea,True,96.42790000361856
synthetic_00230,0,0,9,candidates,False,95.37699999054894
synthetic_00231,0,0,0,empty_sea,True,92.54539999528788
synthetic_00232,2,2,2,candidates,False,94.97930000361521
synthetic_00233,2,2,7,candidates,False,90.54509999987204
synthetic_00234,0,0,0,empty_sea,True,94.7874999983469
synthetic_00235,0,0,0,empty_sea,True,92.92499998991843
synthetic_00236,0,0,0,empty_sea,True,91.32880000106525
synthetic_00237,2,1,2,candidates,False,85.70010001130868
synthetic_00238,4,4,4,candidates,False,93.19099999265745
synthetic_00239,1,1,1,candidates,False,83.88030000787694
synthetic_00240,1,1,1,candidates,False,94.65180001279805
synthetic_00241,0,0,2,candidates,False,86.4480000018375
synthetic_00242,0,0,1,candidates,False,88.95830000983551
synthetic_00243,1,1,1,candidates,False,97.76200000487734
synthetic_00244,4,1,1,candidates,False,86.67150000110269
synthetic_00245,0,0,9,candidates,False,93.11439999146387
synthetic_00246,2,2,7,candidates,False,92.79640000022482
synthetic_00247,0,0,1,candidates,False,90.43609999935143
synthetic_00248,4,4,4,candidates,False,90.81720000540372
synthetic_00249,1,1,2,candidates,False,86.80640000966378
synthetic_00250,0,0,0,empty_sea,True,94.61169999849517
synthetic_00251,1,1,1,candidates,False,96.9906000100309
synthetic_00252,2,1,1,candidates,False,86.81229999638163
synthetic_00253,0,0,6,candidates,False,93.81980000762269
synthetic_00254,0,0,0,empty_sea,True,97.0800000068266
synthetic_00255,0,0,0,empty_sea,True,95.33250000094995
synthetic_00256,0,0,1,candidates,False,95.48620000714436
synthetic_00257,4,4,4,candidates,False,90.52660000452306
synthetic_00258,2,2,6,candidates,False,91.51569999812637
synthetic_00259,0,0,5,candidates,False,92.50089999113698
synthetic_00260,4,2,2,candidates,False,91.04380001372192
synthetic_00261,2,2,2,candidates,False,95.40060001017991
synthetic_00262,1,1,1,candidates,False,91.07690000382718
synthetic_00263,2,2,2,candidates,False,95.43760000087786
synthetic_00264,0,0,0,empty_sea,True,92.32229999906849
synthetic_00265,2,2,2,candidates,False,91.72050000051968
synthetic_00266,0,0,0,empty_sea,True,97.80989999126177
synthetic_00267,1,1,1,candidates,False,90.87990000261925
synthetic_00268,4,4,4,candidates,False,97.08309998677578
synthetic_00269,0,0,0,empty_sea,True,92.72200000123121
synthetic_00270,0,0,7,candidates,False,93.51079999760259
synthetic_00271,0,0,2,candidates,False,87.58629999647383
synthetic_00272,0,0,0,empty_sea,True,93.69330000481568
synthetic_00273,0,0,4,candidates,False,90.78569999837782
synthetic_00274,0,0,3,candidates,False,91.67939999315422
synthetic_00275,0,0,1,candidates,False,85.49339999444783
synthetic_00276,0,0,4,candidates,False,90.77010001055896
synthetic_00277,0,0,0,empty_sea,True,94.4599000067683
synthetic_00278,0,0,2,candidates,False,89.28059999016114
synthetic_00279,1,0,2,candidates,False,87.18099999532569
synthetic_00280,0,0,0,empty_sea,True,95.68650000437628
synthetic_00281,1,1,5,candidates,False,91.41990001080558
synthetic_00282,1,0,3,candidates,False,93.25200000603218
synthetic_00283,0,0,0,empty_sea,True,103.60750000108965
synthetic_00284,0,0,1,candidates,False,89.27949999633711
synthetic_00285,0,0,2,candidates,False,95.24109998892527
synthetic_00286,4,4,4,candidates,False,95.89159999450203
synthetic_00287,0,0,3,candidates,False,90.61040000233334
synthetic_00288,1,1,1,candidates,False,96.76570000010543
synthetic_00289,4,4,4,candidates,False,91.03820000018459
synthetic_00290,0,0,0,empty_sea,True,96.42319999693427
synthetic_00291,4,4,4,candidates,False,92.04409999074414
synthetic_00292,0,0,0,empty_sea,True,92.53599999647122
synthetic_00293,0,0,0,empty_sea,True,94.10109999589622
synthetic_00294,1,1,1,candidates,False,90.23220000381116
synthetic_00295,0,0,0,empty_sea,True,93.84820000559557
synthetic_00296,4,4,4,candidates,False,93.7318999931449
synthetic_00297,0,0,5,candidates,False,85.72930000082124
synthetic_00298,0,0,4,candidates,False,109.57079999207053
synthetic_00299,0,0,1,candidates,False,87.05349999945611
